@@,geo,time,mean_years_in_school_women_25_to_34_years,changes(%)
+++,fsm,1995,9.32,
->,gab,1995,6.8->7.63,12.21
->,gha,1995,5.5->4.67,15.09
->,gnb,1995,1.1->1.22,10.91
+++,grd,1995,7.82,
->,guy,1995,9->7.75,13.89
->,hti,1995,3.5->4.04,15.43
+++,isl,1995,11.92,
->,kir,1995,8.7->7.13,18.05
->,kor,1995,12.9->11.43,11.40
->,kwt,1995,7.3->8.62,18.08
->,lao,1995,2.9->3.6,24.14
+++,lby,1995,3.75,
->,mhl,1995,8.6->7.47,13.14
+++,mlt,1995,8.54,
->,mrt,1995,1.7->2.6,52.94
->,npl,1995,1.4->1.8,28.57
+++,prk,1995,8.23,
->,pse,1995,8.9->7.9,11.24
->,sgp,1995,8.3->9.88,19.04
->,som,1995,0.9->1.06,17.78
+++,ssd,1995,0.63,
->,tjk,1995,10.6->9.52,10.19
->,tls,1995,2.4->4.09,70.42
->,ton,1995,11->9.49,13.73
->,tun,1995,4.7->5.28,12.34
+++,vct,1995,7.82,
->,yem,1995,0.8->0.95,18.75
->,afg,1996,0.3->0.51,70.00
+++,and,1996,12.42,
->,bhr,1996,9->7.7,14.44
->,blz,1996,8.1->6.77,16.42
+++,brb,1996,7.98,
+++,brn,1996,11.66,
+++,btn,1996,1.84,
->,cog,1996,6.5->5.77,11.23
->,com,1996,3.2->3.56,11.25
->,cri,1996,9.1->8.07,11.32
->,dji,1996,1.9->2.31,21.58
+++,dma,1996,9.33,
->,eth,1996,1.1->2.23,102.73
+++,fsm,1996,9.48,
->,gab,1996,7->7.74,10.57
->,gha,1996,5.6->4.78,14.64
+++,grd,1996,7.98,
->,guy,1996,9.2->7.89,14.24
->,hti,1996,3.7->4.17,12.70
+++,isl,1996,12.08,
->,kir,1996,8.9->7.25,18.54
->,kor,1996,13.1->11.61,11.37
->,kwt,1996,7.4->8.84,19.46
->,lao,1996,3.1->3.71,19.68
->,lbr,1996,2.1->2.34,11.43
+++,lby,1996,3.86,
->,mhl,1996,8.7->7.63,12.30
->,mli,1996,1->0.84,16.00
+++,mlt,1996,8.67,
->,mrt,1996,1.8->2.67,48.33
->,mwi,1996,3.4->3.05,10.29
->,ner,1996,0.7->0.77,10.00
->,npl,1996,1.5->1.88,25.33
+++,prk,1996,8.39,
->,pse,1996,9.1->8.05,11.54
->,sgp,1996,8.4->10.13,20.60
->,som,1996,1->1.1,10.00
+++,ssd,1996,0.65,
->,tjk,1996,10.8->9.61,11.02
->,tls,1996,2.5->4.21,68.40
->,ton,1996,11.1->9.61,13.42
->,tun,1996,4.9->5.49,12.04
+++,vct,1996,7.98,
->,yem,1996,0.9->1.01,12.22
->,afg,1997,0.3->0.53,76.67
+++,and,1997,12.58,
->,bhr,1997,9.2->7.85,14.67
->,blz,1997,8.2->6.91,15.73
+++,brb,1997,8.14,
+++,brn,1997,11.83,
+++,btn,1997,1.89,
->,cog,1997,6.7->5.93,11.49
->,cri,1997,9.3->8.21,11.72
->,dji,1997,2->2.38,19.00
+++,dma,1997,9.5,
->,eth,1997,1.2->2.3,91.67
+++,fsm,1997,9.64,
->,gab,1997,7.1->7.85,10.56
->,gha,1997,5.7->4.88,14.39
+++,grd,1997,8.14,
->,guy,1997,9.4->8.03,14.57
->,hti,1997,3.9->4.3,10.26
->,irq,1997,4.6->5.17,12.39
+++,isl,1997,12.25,
->,kir,1997,9.1->7.38,18.90
->,kor,1997,13.2->11.79,10.68
->,kwt,1997,7.6->9.06,19.21
->,lao,1997,3.2->3.82,19.37
->,lbr,1997,2.2->2.44,10.91
+++,lby,1997,3.97,
->,mdv,1997,4.6->5.08,10.43
->,mhl,1997,8.8->7.78,11.59
->,mli,1997,1->0.87,13.00
+++,mlt,1997,8.81,
->,mrt,1997,1.9->2.75,44.74
->,mus,1997,8.2->7.37,10.12
->,mwi,1997,3.5->3.13,10.57
->,npl,1997,1.6->1.96,22.50
+++,prk,1997,8.56,
->,pse,1997,9.3->8.21,11.72
->,sdn,1997,4->3.58,10.50
->,sgp,1997,8.6->10.37,20.58
->,som,1997,1->1.13,13.00
+++,ssd,1997,0.67,
->,tcd,1997,0.8->0.91,13.75
->,tjk,1997,10.9->9.7,11.01
->,tls,1997,2.7->4.34,60.74
->,ton,1997,11.2->9.72,13.21
->,tun,1997,5->5.69,13.80
+++,vct,1997,8.14,
->,yem,1997,0.9->1.07,18.89
->,afg,1998,0.4->0.55,37.50
+++,and,1998,12.73,
->,bdi,1998,2.3->2.56,11.30
->,bhr,1998,9.4->8,14.89
->,blz,1998,8.3->7.06,14.94
+++,brb,1998,8.31,
+++,brn,1998,11.99,
+++,btn,1998,1.95,
->,cod,1998,4.6->4.12,10.43
->,cog,1998,6.8->6.09,10.44
->,cri,1998,9.4->8.34,11.28
->,dji,1998,2.1->2.46,17.14
+++,dma,1998,9.67,
->,eth,1998,1.2->2.37,97.50
+++,fsm,1998,9.8,
->,gha,1998,5.8->4.99,13.97
+++,grd,1998,8.31,
->,guy,1998,9.6->8.17,14.90
->,hti,1998,4->4.43,10.75
->,irq,1998,4.7->5.31,12.98
+++,isl,1998,12.41,
->,kir,1998,9.3->7.51,19.25
->,kor,1998,13.4->11.97,10.67
->,kwt,1998,7.7->9.27,20.39
->,lao,1998,3.3->3.93,19.09
+++,lby,1998,4.08,
->,mdv,1998,4.7->5.2,10.64
->,mhl,1998,8.9->7.94,10.79
+++,mlt,1998,8.94,
->,moz,1998,2.1->1.87,10.95
->,mrt,1998,2->2.83,41.50
->,mus,1998,8.4->7.53,10.36
->,mwi,1998,3.6->3.22,10.56
->,npl,1998,1.7->2.04,20.00
+++,prk,1998,8.72,
->,pse,1998,9.5->8.36,12.00
->,sdn,1998,4.2->3.68,12.38
->,sgp,1998,8.7->10.6,21.84
+++,ssd,1998,0.69,
->,tjk,1998,11->9.79,11.00
->,tls,1998,2.9->4.47,54.14
->,ton,1998,11.4->9.84,13.68
->,tun,1998,5.2->5.9,13.46
+++,vct,1998,8.31,
->,yem,1998,1->1.14,14.00
->,afg,1999,0.4->0.57,42.50
+++,and,1999,12.89,
->,bdi,1999,2.4->2.64,10.00
->,bhr,1999,9.6->8.15,15.10
->,blz,1999,8.4->7.21,14.17
+++,brb,1999,8.47,
+++,brn,1999,12.15,
+++,btn,1999,2.01,
->,cog,1999,7->6.26,10.57
->,cri,1999,9.6->8.48,11.67
->,dji,1999,2.2->2.54,15.45
+++,dma,1999,9.83,
->,eth,1999,1.3->2.44,87.69
+++,fsm,1999,9.97,
->,gha,1999,6->5.1,15.00
+++,grd,1999,8.47,
->,guy,1999,9.7->8.32,14.23
->,irq,1999,4.8->5.46,13.75
+++,isl,1999,12.57,
->,kir,1999,9.5->7.64,19.58
->,kor,1999,13.5->12.14,10.07
->,kwt,1999,7.9->9.49,20.13
->,lao,1999,3.4->4.04,18.82
+++,lby,1999,4.19,
->,mdv,1999,4.8->5.32,10.83
->,mhl,1999,9.1->8.1,10.99
->,mli,1999,1.1->0.93,15.45
+++,mlt,1999,9.09,
->,mrt,1999,2.2->2.91,32.27
->,mus,1999,8.6->7.7,10.47
->,mwi,1999,3.8->3.31,12.89
->,npl,1999,1.8->2.12,17.78
->,omn,1999,6.4->5.75,10.16
+++,prk,1999,8.89,
->,pse,1999,9.7->8.52,12.16
->,sdn,1999,4.3->3.78,12.09
->,sgp,1999,8.9->10.82,21.57
+++,ssd,1999,0.71,
->,tjk,1999,11.1->9.88,10.99
->,tls,1999,3->4.6,53.33
->,ton,1999,11.5->9.97,13.30
->,tun,1999,5.4->6.1,12.96
+++,vct,1999,8.47,
->,yem,1999,1->1.2,20.00
->,afg,2000,0.4->0.59,47.50
+++,and,2000,13.04,
->,bhr,2000,9.8->8.3,15.31
->,blz,2000,8.5->7.36,13.41
+++,brb,2000,8.64,
+++,brn,2000,12.31,
+++,btn,2000,2.08,
->,cri,2000,9.7->8.62,11.13
+++,dma,2000,10,
->,eth,2000,1.4->2.52,80.00
+++,fsm,2000,10.13,
->,gha,2000,6.1->5.21,14.59
+++,grd,2000,8.64,
->,guy,2000,9.9->8.47,14.44
->,irq,2000,4.8->5.61,16.88
+++,isl,2000,12.72,
->,kir,2000,9.6->7.77,19.06
->,kwt,2000,8->9.7,21.25
->,lao,2000,3.5->4.16,18.86
->,lbr,2000,2.4->2.73,13.75
+++,lby,2000,4.3,
->,mdv,2000,4.8->5.45,13.54
->,mhl,2000,9.2->8.27,10.11
->,mli,2000,1.1->0.96,12.73
+++,mlt,2000,9.23,
->,moz,2000,2.2->1.98,10.00
->,mrt,2000,2.3->2.99,30.00
->,mus,2000,8.8->7.87,10.57
->,mwi,2000,3.9->3.4,12.82
->,nga,2000,5.3->4.74,10.57
->,npl,2000,1.9->2.2,15.79
->,omn,2000,6.6->5.89,10.76
+++,prk,2000,9.06,
->,pse,2000,9.9->8.67,12.42
->,sdn,2000,4.5->3.89,13.56
->,sgp,2000,9->11.05,22.78
+++,ssd,2000,0.74,
->,tjk,2000,11.3->9.98,11.68
->,tls,2000,3.2->4.73,47.81
->,ton,2000,11.6->10.09,13.02
->,tun,2000,5.6->6.3,12.50
+++,vct,2000,8.64,
->,yem,2000,1.1->1.26,14.55
->,afg,2001,0.4->0.61,52.50
+++,and,2001,13.19,
->,bhr,2001,10->8.45,15.50
->,blz,2001,8.6->7.51,12.67
+++,brb,2001,8.8,
+++,brn,2001,12.47,
+++,btn,2001,2.14,
->,cri,2001,9.8->8.77,10.51
+++,dma,2001,10.17,
->,eth,2001,1.4->2.59,85.00
+++,fsm,2001,10.3,
->,gha,2001,6.2->5.32,14.19
+++,grd,2001,8.8,
->,guy,2001,10.1->8.62,14.65
->,irq,2001,4.9->5.75,17.35
+++,isl,2001,12.88,
->,kir,2001,9.8->7.91,19.29
->,kwt,2001,8.2->9.91,20.85
->,lao,2001,3.6->4.28,18.89
->,lbr,2001,2.5->2.83,13.20
+++,lby,2001,4.42,
->,mdv,2001,4.9->5.58,13.88
->,mli,2001,1.1->0.99,10.00
+++,mlt,2001,9.38,
->,moz,2001,2.3->2.03,11.74
->,mrt,2001,2.4->3.08,28.33
->,mus,2001,9->8.04,10.67
->,mwi,2001,4->3.5,12.50
->,npl,2001,2->2.29,14.50
->,omn,2001,6.8->6.03,11.32
+++,prk,2001,9.22,
->,pse,2001,10.1->8.83,12.57
->,sdn,2001,4.7->4,14.89
->,sgp,2001,9.1->11.26,23.74
+++,ssd,2001,0.76,
->,tjk,2001,11.4->10.08,11.58
->,tls,2001,3.4->4.87,43.24
->,ton,2001,11.7->10.22,12.65
->,tun,2001,5.7->6.5,14.04
+++,vct,2001,8.8,
->,yem,2001,1.2->1.33,10.83
->,afg,2002,0.4->0.63,57.50
+++,and,2002,13.35,
->,bhr,2002,10.2->8.59,15.78
->,blz,2002,8.7->7.67,11.84
+++,brb,2002,8.97,
+++,brn,2002,12.63,
+++,btn,2002,2.21,
->,cpv,2002,5->4.46,10.80
->,cri,2002,9.9->8.91,10.00
+++,dma,2002,10.34,
->,eth,2002,1.5->2.67,78.00
+++,fsm,2002,10.46,
->,gha,2002,6.3->5.44,13.65
+++,grd,2002,8.97,
->,guy,2002,10.2->8.77,14.02
->,irq,2002,5->5.9,18.00
+++,isl,2002,13.03,
->,kir,2002,10->8.05,19.50
->,kwt,2002,8.3->10.11,21.81
->,lao,2002,3.7->4.39,18.65
->,lbr,2002,2.6->2.93,12.69
+++,lby,2002,4.54,
->,mdv,2002,5->5.71,14.20
+++,mlt,2002,9.53,
->,mrt,2002,2.5->3.16,26.40
->,mus,2002,9.2->8.2,10.87
->,mwi,2002,4.1->3.59,12.44
->,nga,2002,5.6->4.99,10.89
->,npl,2002,2.1->2.37,12.86
->,omn,2002,7.1->6.18,12.96
->,pak,2002,3.2->2.86,10.63
+++,prk,2002,9.39,
->,pse,2002,10.3->8.99,12.72
->,sdn,2002,4.9->4.1,16.33
->,sgp,2002,9.3->11.47,23.33
+++,ssd,2002,0.79,
->,tjk,2002,11.5->10.19,11.39
->,tls,2002,3.6->5,38.89
->,ton,2002,11.8->10.35,12.29
->,tun,2002,5.9->6.7,13.56
+++,vct,2002,8.97,
->,afg,2003,0.4->0.65,62.50
+++,and,2003,13.49,
->,bdi,2003,2.7->3,11.11
->,bhr,2003,10.4->8.74,15.96
->,blz,2003,8.8->7.82,11.14
+++,brb,2003,9.13,
+++,brn,2003,12.79,
+++,btn,2003,2.27,
->,civ,2003,3.1->2.78,10.32
->,cpv,2003,5.1->4.57,10.39
->,cri,2003,10.1->9.06,10.30
+++,dma,2003,10.51,
->,eth,2003,1.6->2.74,71.25
+++,fsm,2003,10.62,
->,gha,2003,6.4->5.55,13.28
+++,grd,2003,9.13,
->,guy,2003,10.4->8.92,14.23
->,irq,2003,5.1->6.05,18.63
+++,isl,2003,13.19,
->,kir,2003,10.2->8.19,19.71
->,kwt,2003,8.5->10.31,21.29
->,lao,2003,3.8->4.51,18.68
->,lbr,2003,2.7->3.03,12.22
+++,lby,2003,4.66,
->,mdv,2003,5.1->5.84,14.51
->,mli,2003,1.2->1.06,11.67
+++,mlt,2003,9.68,
->,moz,2003,2.4->2.15,10.42
->,mrt,2003,2.6->3.25,25.00
->,mus,2003,9.3->8.37,10.00
->,mwi,2003,4.3->3.69,14.19
->,nga,2003,5.7->5.12,10.18
->,omn,2003,7.3->6.32,13.42
->,pak,2003,3.3->2.96,10.30
+++,prk,2003,9.56,
->,pse,2003,10.4->9.15,12.02
->,sdn,2003,5.1->4.21,17.45
->,sgp,2003,9.4->11.68,24.26
+++,ssd,2003,0.81,
->,tjk,2003,11.6->10.29,11.29
->,tls,2003,3.8->5.14,35.26
->,ton,2003,11.9->10.48,11.93
->,tun,2003,6.1->6.89,12.95
+++,vct,2003,9.13,
->,yem,2003,1.3->1.46,12.31
->,afg,2004,0.5->0.68,36.00
+++,and,2004,13.64,
->,bdi,2004,2.8->3.09,10.36
->,bhr,2004,10.6->8.89,16.13
->,blz,2004,8.9->7.98,10.34
+++,brb,2004,9.3,
+++,brn,2004,12.94,
+++,btn,2004,2.34,
->,civ,2004,3.2->2.86,10.63
->,cpv,2004,5.3->4.69,11.51
+++,dma,2004,10.68,
->,eri,2004,3.3->2.88,12.73
->,eth,2004,1.7->2.82,65.88
+++,fsm,2004,10.79,
->,gha,2004,6.5->5.67,12.77
+++,grd,2004,9.3,
->,guy,2004,10.5->9.08,13.52
->,irq,2004,5.1->6.2,21.57
+++,isl,2004,13.34,
->,kir,2004,10.3->8.33,19.13
->,kwt,2004,8.6->10.51,22.21
->,lao,2004,3.9->4.64,18.97
->,lbr,2004,2.8->3.14,12.14
+++,lby,2004,4.78,
->,mdv,2004,5.2->5.97,14.81
+++,mlt,2004,9.84,
->,moz,2004,2.5->2.21,11.60
->,mrt,2004,2.7->3.34,23.70
->,mus,2004,9.5->8.54,10.11
->,mwi,2004,4.4->3.79,13.86
->,nga,2004,5.9->5.26,10.85
->,omn,2004,7.5->6.47,13.73
->,pak,2004,3.5->3.06,12.57
+++,prk,2004,9.73,
->,pse,2004,10.6->9.31,12.17
->,sdn,2004,5.3->4.33,18.30
->,sgp,2004,9.5->11.88,25.05
+++,ssd,2004,0.84,
->,tjk,2004,11.7->10.4,11.11
->,tls,2004,4->5.28,32.00
->,ton,2004,12->10.62,11.50
->,tun,2004,6.2->7.08,14.19
+++,vct,2004,9.3,
->,afg,2005,0.5->0.7,40.00
+++,and,2005,13.79,
->,bhr,2005,10.8->9.04,16.30
+++,brb,2005,9.47,
+++,brn,2005,13.1,
+++,btn,2005,2.41,
->,cpv,2005,5.4->4.82,10.74
+++,dma,2005,10.84,
->,eri,2005,3.4->2.97,12.65
->,eth,2005,1.7->2.9,70.59
+++,fsm,2005,10.95,
->,gha,2005,6.5->5.79,10.92
+++,grd,2005,9.47,
->,guy,2005,10.6->9.24,12.83
->,ind,2005,5->4.49,10.20
->,irq,2005,5.2->6.34,21.92
+++,isl,2005,13.49,
->,kir,2005,10.5->8.48,19.24
->,kwt,2005,8.7->10.71,23.10
->,lao,2005,4->4.76,19.00
->,lbr,2005,2.8->3.24,15.71
+++,lby,2005,4.91,
->,mar,2005,4.1->3.67,10.49
->,mdv,2005,5.3->6.11,15.28
+++,mlt,2005,9.99,
->,moz,2005,2.6->2.27,12.69
->,mrt,2005,2.9->3.43,18.28
->,mus,2005,9.7->8.71,10.21
->,mwi,2005,4.5->3.89,13.56
->,nga,2005,6->5.39,10.17
->,omn,2005,7.6->6.62,12.89
->,pak,2005,3.6->3.16,12.22
+++,prk,2005,9.9,
->,pse,2005,10.8->9.47,12.31
->,sdn,2005,5.4->4.44,17.78
->,sgp,2005,9.7->12.07,24.43
+++,ssd,2005,0.87,
->,tjk,2005,11.8->10.51,10.93
->,tls,2005,4.2->5.42,29.05
->,ton,2005,12.2->10.75,11.89
->,tun,2005,6.4->7.28,13.75
+++,vct,2005,9.47,
->,afg,2006,0.5->0.72,44.00
+++,and,2006,13.93,
->,bhr,2006,10.9->9.18,15.78
+++,brb,2006,9.64,
+++,brn,2006,13.25,
+++,btn,2006,2.49,
->,cpv,2006,5.5->4.94,10.18
+++,dma,2006,11.01,
->,eri,2006,3.6->3.06,15.00
->,eth,2006,1.8->2.98,65.56
+++,fsm,2006,11.12,
->,gha,2006,6.6->5.92,10.30
+++,grd,2006,9.64,
->,guy,2006,10.8->9.39,13.06
->,irq,2006,5.3->6.49,22.45
+++,isl,2006,13.63,
->,kir,2006,10.6->8.63,18.58
->,kwt,2006,8.9->10.9,22.47
->,lao,2006,4.1->4.89,19.27
->,lbr,2006,2.9->3.35,15.52
+++,lby,2006,5.04,
->,mar,2006,4.2->3.78,10.00
->,mdv,2006,5.3->6.25,17.92
+++,mlt,2006,10.15,
->,moz,2006,2.6->2.34,10.00
->,mrt,2006,3->3.52,17.33
->,mwi,2006,4.7->3.99,15.11
->,nga,2006,6.2->5.52,10.97
->,omn,2006,7.8->6.77,13.21
->,pak,2006,3.8->3.26,14.21
+++,prk,2006,10.07,
->,pse,2006,10.9->9.63,11.65
->,sdn,2006,5.6->4.55,18.75
->,sgp,2006,9.8->12.27,25.20
+++,ssd,2006,0.89,
->,tjk,2006,11.9->10.62,10.76
->,tls,2006,4.3->5.57,29.53
->,ton,2006,12.3->10.89,11.46
->,tun,2006,6.5->7.47,14.92
+++,vct,2006,9.64,
->,afg,2007,0.5->0.75,50.00
+++,and,2007,14.07,
->,bhr,2007,11.1->9.33,15.95
+++,brb,2007,9.81,
+++,brn,2007,13.4,
+++,btn,2007,2.56,
->,col,2007,8.6->9.48,10.23
->,cpv,2007,5.7->5.06,11.23
+++,dma,2007,11.18,
->,eri,2007,3.7->3.15,14.86
->,eth,2007,1.9->3.06,61.05
+++,fsm,2007,11.28,
+++,grd,2007,9.81,
->,guy,2007,10.9->9.55,12.39
->,ind,2007,5.3->4.75,10.38
->,irq,2007,5.4->6.64,22.96
+++,isl,2007,13.78,
->,kir,2007,10.8->8.77,18.80
->,kwt,2007,9->11.09,23.22
->,lao,2007,4.1->5.02,22.44
->,lbr,2007,3->3.45,15.00
+++,lby,2007,5.16,
->,mdv,2007,5.4->6.39,18.33
+++,mlt,2007,10.31,
->,moz,2007,2.7->2.4,11.11
->,mrt,2007,3.1->3.62,16.77
->,mwi,2007,4.8->4.09,14.79
->,nga,2007,6.3->5.66,10.16
->,omn,2007,8->6.92,13.50
->,pak,2007,4->3.37,15.75
+++,prk,2007,10.23,
->,pse,2007,11->9.79,11.00
->,sdn,2007,5.8->4.67,19.48
->,sgp,2007,9.9->12.46,25.86
+++,ssd,2007,0.92,
->,tjk,2007,12->10.74,10.50
->,tls,2007,4.5->5.71,26.89
->,ton,2007,12.4->11.03,11.05
->,tun,2007,6.7->7.65,14.18
+++,vct,2007,9.81,
->,afg,2008,0.6->0.78,30.00
+++,and,2008,14.21,
->,bdi,2008,3.1->3.48,12.26
->,bhr,2008,11.3->9.48,16.11
+++,brb,2008,9.98,
+++,brn,2008,13.55,
+++,btn,2008,2.64,
->,col,2008,8.7->9.65,10.92
->,cpv,2008,5.8->5.19,10.52
+++,dma,2008,11.34,
->,eri,2008,3.9->3.24,16.92
->,eth,2008,2->3.14,57.00
+++,fsm,2008,11.44,
+++,grd,2008,9.98,
->,guy,2008,11->9.71,11.73
->,irq,2008,5.5->6.8,23.64
+++,isl,2008,13.92,
->,ken,2008,9->8.09,10.11
->,kir,2008,10.9->8.92,18.17
->,kwt,2008,9.1->11.28,23.96
->,lao,2008,4.2->5.15,22.62
->,lbr,2008,3.1->3.56,14.84
+++,lby,2008,5.3,
->,mdv,2008,5.5->6.54,18.91
+++,mlt,2008,10.46,
->,mrt,2008,3.2->3.71,15.94
->,mwi,2008,5->4.2,16.00
->,nga,2008,6.5->5.79,10.92
->,omn,2008,8.2->7.08,13.66
->,pak,2008,4.1->3.48,15.12
+++,prk,2008,10.4,
->,pse,2008,11.2->9.95,11.16
->,sdn,2008,6->4.79,20.17
->,sgp,2008,10->12.64,26.40
+++,ssd,2008,0.95,
->,tjk,2008,12.1->10.86,10.25
->,tls,2008,4.7->5.86,24.68
->,ton,2008,12.5->11.17,10.64
->,tun,2008,6.8->7.84,15.29
+++,vct,2008,9.98,
->,afg,2009,0.6->0.8,33.33
+++,and,2009,14.35,
->,bdi,2009,3.2->3.58,11.87
->,bhr,2009,11.4->9.63,15.53
+++,brb,2009,10.14,
+++,brn,2009,13.7,
+++,btn,2009,2.72,
->,col,2009,8.8->9.81,11.48
+++,dma,2009,11.51,
->,eri,2009,4->3.34,16.50
->,eth,2009,2.1->3.22,53.33
+++,fsm,2009,11.6,
+++,grd,2009,10.14,
->,guy,2009,11.1->9.87,11.08
->,ind,2009,5.6->5,10.71
->,irq,2009,5.5->6.95,26.36
+++,isl,2009,14.06,
->,ken,2009,9.2->8.24,10.43
->,kir,2009,11.1->9.08,18.20
->,kwt,2009,9.2->11.47,24.67
->,lao,2009,4.3->5.28,22.79
->,lbr,2009,3.1->3.67,18.39
+++,lby,2009,5.43,
->,mdv,2009,5.6->6.69,19.46
+++,mlt,2009,10.62,
->,mrt,2009,3.4->3.81,12.06
->,mwi,2009,5.1->4.31,15.49
->,ner,2009,1.3->1.17,10.00
->,nga,2009,6.6->5.93,10.15
->,nld,2009,12.6->13.88,10.16
->,omn,2009,8.4->7.23,13.93
->,pak,2009,4.3->3.58,16.74
+++,prk,2009,10.57,
->,pse,2009,11.3->10.11,10.53
->,sdn,2009,6.2->4.91,20.81
->,sgp,2009,10.1->12.82,26.93
+++,ssd,2009,0.98,
->,tls,2009,4.9->6.01,22.65
->,tun,2009,6.9->8.03,16.38
+++,vct,2009,10.14,
+++,afg,2010,0.83,
+++,ago,2010,4.66,
+++,alb,2010,11.46,
+++,and,2010,14.49,
+++,are,2010,12.34,
+++,arg,2010,12.25,
+++,arm,2010,12.34,
+++,atg,2010,13.77,
+++,aus,2010,13.84,
+++,aut,2010,12.57,
+++,aze,2010,12.43,
+++,bdi,2010,3.68,
+++,bel,2010,13.83,
+++,ben,2010,2.35,
+++,bfa,2010,1.58,
+++,bgd,2010,4.45,
+++,bgr,2010,12.96,
+++,bhr,2010,9.78,
+++,bhs,2010,12.89,
+++,bih,2010,10.43,
+++,blr,2010,14.13,
+++,blz,2010,8.95,
+++,bol,2010,9.03,
+++,bra,2010,8.78,
+++,brb,2010,10.31,
+++,brn,2010,13.84,
+++,btn,2010,2.8,
+++,bwa,2010,7.88,
+++,caf,2010,3.73,
+++,can,2010,15.11,
+++,che,2010,13.73,
+++,chl,2010,12.54,
+++,chn,2010,8.99,
+++,civ,2010,3.38,
+++,cmr,2010,6.46,
+++,cod,2010,5.57,
+++,cog,2010,8.04,
+++,col,2010,9.98,
+++,com,2010,5.33,
+++,cpv,2010,5.45,
+++,cri,2010,10.13,
+++,cub,2010,12.4,
+++,cyp,2010,13.99,
+++,cze,2010,13.84,
+++,deu,2010,13.54,
+++,dji,2010,3.53,
+++,dma,2010,11.67,
+++,dnk,2010,14.5,
+++,dom,2010,10.3,
+++,dza,2010,6.95,
+++,ecu,2010,10.43,
+++,egy,2010,8.23,
+++,eri,2010,3.43,
+++,esp,2010,12.72,
+++,est,2010,13.79,
+++,eth,2010,3.31,
+++,fin,2010,14.42,
+++,fji,2010,11.29,
+++,fra,2010,13.32,
+++,fsm,2010,11.77,
+++,gab,2010,9.46,
+++,gbr,2010,14.24,
+++,geo,2010,13.91,
+++,gha,2010,6.43,
+++,gin,2010,1.77,
+++,gmb,2010,3.02,
+++,gnb,2010,2.02,
+++,gnq,2010,6.52,
+++,grc,2010,13.14,
+++,grd,2010,10.31,
+++,gtm,2010,5.92,
+++,guy,2010,10.04,
+++,hnd,2010,7.77,
+++,hrv,2010,11.81,
+++,hti,2010,6.12,
+++,hun,2010,13.2,
+++,idn,2010,8.7,
+++,ind,2010,5.13,
+++,irl,2010,13.84,
+++,irn,2010,9.01,
+++,irq,2010,7.1,
+++,isl,2010,14.2,
+++,isr,2010,15.1,
+++,ita,2010,13.59,
+++,jam,2010,12.02,
+++,jor,2010,11.61,
+++,jpn,2010,14.91,
+++,kaz,2010,13.24,
+++,ken,2010,8.39,
+++,kgz,2010,13.12,
+++,khm,2010,5.02,
+++,kir,2010,9.23,
+++,kor,2010,13.91,
+++,kwt,2010,11.65,
+++,lao,2010,5.41,
+++,lbn,2010,10.56,
+++,lbr,2010,3.79,
+++,lby,2010,5.56,
+++,lca,2010,11.13,
+++,lka,2010,10.8,
+++,lso,2010,9.41,
+++,ltu,2010,13.55,
+++,lux,2010,13.36,
+++,lva,2010,13.77,
+++,mar,2010,4.23,
+++,mda,2010,13.09,
+++,mdg,2010,5.76,
+++,mdv,2010,6.83,
+++,mex,2010,9.94,
+++,mhl,2010,9.93,
+++,mkd,2010,11.98,
+++,mli,2010,1.33,
+++,mlt,2010,10.78,
+++,mmr,2010,6.95,
+++,mne,2010,12.27,
+++,mng,2010,11.26,
+++,moz,2010,2.61,
+++,mrt,2010,3.91,
+++,mus,2010,9.54,
+++,mwi,2010,4.42,
+++,mys,2010,11.11,
+++,nam,2010,8.95,
+++,ner,2010,1.21,
+++,nga,2010,6.07,
+++,nic,2010,8.23,
+++,nld,2010,14.02,
+++,nor,2010,14.8,
+++,npl,2010,3.1,
+++,nzl,2010,14.4,
+++,omn,2010,7.39,
+++,pak,2010,3.69,
+++,pan,2010,11.7,
+++,per,2010,10.77,
+++,phl,2010,11.08,
+++,png,2010,5.35,
+++,pol,2010,14.15,
+++,prk,2010,10.74,
+++,prt,2010,10.7,
+++,pry,2010,9.4,
+++,pse,2010,10.27,
+++,qat,2010,9.99,
+++,rou,2010,13.11,
+++,rus,2010,14.02,
+++,rwa,2010,4.85,
+++,sau,2010,8.74,
+++,sdn,2010,5.03,
+++,sen,2010,2.7,
+++,sgp,2010,13,
+++,slb,2010,6.99,
+++,sle,2010,2.22,
+++,slv,2010,8.39,
+++,som,2010,1.7,
+++,srb,2010,12.21,
+++,ssd,2010,1.02,
+++,stp,2010,5.65,
+++,sur,2010,9.3,
+++,svk,2010,13.32,
+++,svn,2010,13.49,
+++,swe,2010,14.49,
+++,swz,2010,9.17,
+++,syc,2010,10.82,
+++,syr,2010,7.55,
+++,tcd,2010,1.39,
+++,tgo,2010,3.65,
+++,tha,2010,9.26,
+++,tjk,2010,11.11,
+++,tkm,2010,13.28,
+++,tls,2010,6.15,
+++,ton,2010,11.45,
+++,tto,2010,12.52,
+++,tun,2010,8.21,
+++,tur,2010,7.93,
+++,twn,2010,13.35,
+++,tza,2010,6.37,
+++,uga,2010,5.47,
+++,ukr,2010,13.95,
+++,ury,2010,11.34,
+++,usa,2010,14.48,
+++,uzb,2010,12.24,
+++,vct,2010,10.31,
+++,ven,2010,10.68,
+++,vnm,2010,8.84,
