@@,geo,time,mean_years_in_school_women_percent_men_25_to_34_years,changes(%)
->,ner,1978,33.33->37.5,12.51
->,nga,1978,47.5->54.36242,14.45
->,nic,1978,115.8->102.5641,11.43
->,npl,1978,17.39->26.38037,51.70
->,omn,1978,55->65.9919,19.99
->,pak,1978,27.59->34.71338,25.82
->,png,1978,46.88->55.08685,17.51
+++,prk,1978,75.7047,
->,pse,1978,67.61->79.94012,18.24
->,rwa,1978,53.85->62.58993,16.23
->,sau,1978,35->48.96836,39.91
->,sdn,1978,33.33->40.31532,20.96
->,som,1978,21.43->38.125,77.90
+++,ssd,1978,27.48092,
->,swz,1978,82.93->91.40969,10.23
->,syc,1978,114.8->93.16239,18.85
->,tcd,1978,14.29->24.1206,68.79
->,tgo,1978,34.48->39.82301,15.50
->,tls,1978,38.89->66.13333,70.05
->,tun,1978,33.33->45.91195,37.75
->,tur,1978,58->64.76868,11.67
->,tza,1978,55.81->69.68215,24.86
->,uga,1978,46.34->56.14035,21.15
+++,vct,1978,97.43119,
->,yem,1978,11.11->12.76596,14.91
->,zwe,1978,66.1->73.3871,11.02
->,afg,1979,7.143->16.37427,129.24
->,ago,1979,48.39->54.8105,13.27
+++,and,1979,100.10428,
->,bdi,1979,47.62->58.18966,22.20
->,bgd,1979,43.75->51.66667,18.10
->,bih,1979,71.43->85.33541,19.47
->,blz,1979,95.31->85.22727,10.58
+++,brb,1979,97.66607,
+++,brn,1979,89.00101,
+++,btn,1979,34.96732,
->,caf,1979,29.03->42.85714,47.63
->,civ,1979,37.04->42.24422,14.05
->,cod,1979,41.82->52.15517,24.71
->,cog,1979,48.44->60.06944,24.01
->,com,1979,41.67->59.48276,42.75
->,cpv,1979,60.71->71.2963,17.44
->,dji,1979,22.86->32.05742,40.23
+++,dma,1979,103.44828,
->,egy,1979,51.72->57.022,10.25
->,eri,1979,38.89->46.42857,19.38
->,eth,1979,25->45.28986,81.16
+++,fsm,1979,85.42714,
->,gab,1979,68.52->92.8934,35.57
->,gnb,1979,25->34.65347,38.61
->,gnq,1979,50.94->56.20155,10.33
+++,grd,1979,97.66607,
->,guy,1979,76.06->99.64602,31.01
->,idn,1979,63.46->71.21495,12.22
+++,isl,1979,100,
->,jor,1979,66.22->76.5928,15.66
->,ken,1979,53.57->61.66983,15.12
->,khm,1979,52.78->60.33994,14.32
->,lao,1979,48.28->66.17211,37.06
->,lbr,1979,31.25->34.48276,10.34
+++,lby,1979,53.7931,
->,lso,1979,145.9->129.8995,10.97
->,lva,1979,112.6->96.68094,14.14
->,mar,1979,41.38->50.47923,21.99
->,mli,1979,45.45->38.65546,14.95
+++,mlt,1979,91.1958,
->,moz,1979,40.91->46.875,14.58
->,mrt,1979,33.33->53.33333,60.02
->,ner,1979,33.33->38.26087,14.79
->,nga,1979,47.62->54.92341,15.34
->,nic,1979,115.4->102.75689,10.96
->,npl,1979,16.67->26.94611,61.64
->,omn,1979,54.76->66.33663,21.14
->,pak,1979,30->35.29412,17.65
->,png,1979,48.48->55.58252,14.65
+++,prk,1979,76.2533,
->,pse,1979,67.57->80.4699,19.09
->,qat,1979,102->112.25383,10.05
->,rwa,1979,51.85->63.15789,21.81
->,sau,1979,37.1->49.66262,33.86
->,sdn,1979,35.14->41.15044,17.10
->,som,1979,21.43->38.41463,79.26
+++,ssd,1979,27.61194,
->,syc,1979,114.3->93.5,18.20
->,tcd,1979,20->24.5098,22.55
->,tgo,1979,33.33->40.05764,20.18
->,tls,1979,36.84->66.66667,80.96
->,tun,1979,35.71->46.65314,30.64
->,tur,1979,58.82->65.09599,10.67
->,tza,1979,56.82->70.09569,23.36
->,uga,1979,47.62->56.61765,18.89
+++,vct,1979,97.66607,
->,yem,1979,10.53->13.10345,24.44
->,afg,1980,6.667->16.47727,147.15
->,ago,1980,50->55.27066,10.54
+++,and,1980,100.4111,
->,bdi,1980,52.38->58.82353,12.30
->,bgd,1980,45.45->52.443,15.39
->,bih,1980,72.31->85.91118,18.81
->,blz,1980,95.45->85.71429,10.20
+++,brb,1980,98.23944,
+++,brn,1980,89.45274,
+++,btn,1980,35.14377,
->,caf,1980,30.3->43.01676,41.97
->,civ,1980,35.71->42.90323,20.14
->,cod,1980,42.11->52.53165,24.75
->,cog,1980,50->60.71429,21.43
->,com,1980,40->59.94398,49.86
->,cpv,1980,60->71.68675,19.48
->,dji,1980,21.62->32.24299,49.14
+++,dma,1980,103.84615,
->,dom,1980,89.66->98.72727,10.11
->,egy,1980,51.67->57.52066,11.32
->,eri,1980,36.84->46.6899,26.74
->,eth,1980,30.77->45.77465,48.76
+++,fsm,1980,85.90853,
->,gab,1980,69.64->93.3665,34.07
->,gin,1980,26.32->30.09259,14.33
->,gnb,1980,29.41->34.61538,17.70
->,gnq,1980,50.91->56.54649,11.07
+++,grd,1980,98.23944,
->,guy,1980,76.71->100,30.36
->,idn,1980,64.81->71.84644,10.86
+++,isl,1980,100.32154,
->,jor,1980,68.42->77.64228,13.48
->,ken,1980,55.17->62.59259,13.45
->,khm,1980,54.05->60.66482,12.24
->,lao,1980,50->66.66667,33.33
->,lbr,1980,29.41->35.2349,19.81
+++,lby,1980,54.1573,
->,lso,1980,144.7->129.72973,10.35
->,lva,1980,111.3->97.04641,12.81
->,mar,1980,40->50.9375,27.34
+++,mlt,1980,91.56939,
->,moz,1980,39.13->46.95652,20.00
->,mrt,1980,36.84->53.57143,45.42
->,ner,1980,28.57->38.13559,33.48
->,nga,1980,50->55.34188,10.68
->,npl,1980,20->27.19298,35.96
->,omn,1980,56.82->66.99029,17.90
->,pak,1980,29.03->35.54217,22.43
->,png,1980,50->56.05701,12.11
+++,prk,1980,76.7834,
->,pse,1980,69.74->81.09668,16.28
->,rwa,1980,53.57->63.69863,18.91
->,sau,1980,38.1->50.19868,31.76
->,sdn,1980,35.9->41.95652,16.87
->,som,1980,26.67->39.28571,47.30
+++,ssd,1980,27.53623,
->,swz,1980,82.22->92.25941,12.21
->,syc,1980,114->93.50649,17.98
->,tcd,1980,18.75->24.40191,30.14
->,tgo,1980,35.48->40.44944,14.01
->,tls,1980,42.11->66.92112,58.92
->,tun,1980,36.21->47.34774,30.76
->,tza,1980,57.78->70.56075,22.12
->,uga,1980,48.84->56.9378,16.58
+++,vct,1980,98.23944,
->,yem,1980,9.524->13.37793,40.47
->,afg,1981,13.33->16.66667,25.03
+++,and,1981,100.70922,
->,bdi,1981,50->59.42623,18.85
->,bgd,1981,47.06->53.01587,12.66
->,bih,1981,73.13->86.31579,18.03
+++,brb,1981,98.61831,
+++,brn,1981,89.79392,
+++,btn,1981,35.51402,
->,caf,1981,32.35->43.44262,34.29
->,civ,1981,37.93->43.21767,13.94
->,cod,1981,43.1->52.78351,22.47
->,cog,1981,51.47->61.33333,19.16
->,com,1981,42.31->60.54795,43.11
->,cpv,1981,61.29->72.05882,17.57
->,dji,1981,21.05->32.72311,55.45
+++,dma,1981,104.22961,
->,eri,1981,40->47.11864,17.80
->,eth,1981,28.57->46.04811,61.18
+++,fsm,1981,86.49635,
->,gab,1981,70.69->93.65854,32.49
->,gnb,1981,27.78->35.21127,26.75
->,gnq,1981,50.88->57.0632,12.15
+++,grd,1981,98.61831,
->,guy,1981,78.38->100.17007,27.80
->,idn,1981,65.45->72.45081,10.70
+++,isl,1981,100.73918,
->,jor,1981,70.51->78.54305,11.39
->,ken,1981,56.67->63.53791,12.12
->,khm,1981,52.63->61.24661,16.37
->,lao,1981,51.61->67.13881,30.09
->,lbr,1981,31.43->35.50489,12.96
+++,lby,1981,54.72527,
->,lso,1981,146.2->129.80769,11.21
->,lva,1981,112.2->97.39854,13.19
->,mar,1981,40.62->51.52439,26.84
+++,mlt,1981,91.93342,
->,moz,1981,41.67->47.65957,14.37
->,mrt,1981,36.84->54.28571,47.36
->,nga,1981,50->55.9499,11.90
->,npl,1981,19.23->27.63533,43.71
->,omn,1981,58.7->67.49049,14.98
->,pak,1981,30.3->36.07038,19.04
->,png,1981,47.22->56.38051,19.40
+++,prk,1981,77.29592,
->,pse,1981,71.79->81.5864,13.65
->,rwa,1981,55.17->64.54849,17.00
->,sau,1981,40->50.91146,27.28
->,sdn,1981,37.5->42.64392,13.72
->,som,1981,25->39.30636,57.23
+++,ssd,1981,28.36879,
->,swz,1981,82.98->92.66802,11.68
->,syc,1981,115.5->93.67089,18.90
->,tcd,1981,18.75->24.65116,31.47
->,tgo,1981,36.36->40.93407,12.58
->,tls,1981,40->67.41294,68.53
->,tun,1981,36.67->48.09886,31.17
->,tza,1981,58.7->71.16705,21.24
->,uga,1981,48.89->57.37705,17.36
+++,vct,1981,98.61831,
->,yem,1981,9.091->13.63636,50.00
->,zwe,1981,67.69->74.88584,10.63
->,afg,1982,12.5->17.2973,38.38
+++,and,1982,100.999,
->,bdi,1982,52.17->60,15.01
->,bfa,1982,36.36->42.42424,16.68
->,bgd,1982,45.71->53.72671,17.54
->,bih,1982,72.46->86.85377,19.86
+++,brb,1982,98.98477,
+++,brn,1982,90.31008,
+++,btn,1982,35.97561,
->,caf,1982,31.43->43.85027,39.52
->,cod,1982,43.33->53.33333,23.09
->,cog,1982,54.29->62.0915,14.37
->,com,1982,42.86->60.96257,42.24
->,cpv,1982,62.5->72.70115,16.32
->,dji,1982,23.08->32.88591,42.49
+++,dma,1982,104.44444,
->,eri,1982,42.86->47.35099,10.48
->,eth,1982,28.57->46.48829,62.72
+++,fsm,1982,86.84211,
->,gab,1982,71.67->94.09888,31.29
->,gnb,1982,27.78->35.15982,26.57
+++,grd,1982,98.98477,
->,guy,1982,80->100.50083,25.63
+++,isl,1982,100.93555,
->,jor,1982,71.6->79.63684,11.22
->,khm,1982,53.85->61.80371,14.77
->,lao,1982,53.12->67.86704,27.76
->,lbr,1982,30.56->36.2776,18.71
+++,lby,1982,55.05376,
->,lso,1982,145->129.57746,10.64
->,lva,1982,112.1->97.84394,12.72
->,mar,1982,42.42->52.08333,22.78
->,mli,1982,46.15->39.53488,14.33
+++,mlt,1982,92.40506,
->,moz,1982,41.67->48.13278,15.51
->,mrt,1982,35->54.48916,55.68
->,nga,1982,50->56.32653,12.65
->,npl,1982,21.43->28.1337,31.28
->,omn,1982,60.42->67.84387,12.29
->,pak,1982,32.35->36.46724,12.73
->,png,1982,48.65->56.81818,16.79
+++,prk,1982,77.81955,
->,pse,1982,73.75->82.05841,11.27
->,rwa,1982,56.67->65.14658,14.96
->,sau,1982,41.79->51.6624,23.62
->,sdn,1982,38.1->43.60587,14.45
->,som,1982,23.53->39.54802,68.07
+++,ssd,1982,28.27586,
->,swz,1982,83.67->93.05556,11.22
->,syc,1982,116.9->93.98148,19.61
->,tcd,1982,17.65->25,41.64
->,tgo,1982,35.29->41.28686,16.99
->,tls,1982,42.86->68.12652,58.95
->,tun,1982,38.1->48.98711,28.58
->,tza,1982,61.7->71.81208,16.39
->,uga,1982,52.17->57.89474,10.97
+++,vct,1982,98.98477,
->,yem,1982,12.5->13.88013,11.04
->,afg,1983,11.76->17.36842,47.69
+++,and,1983,101.18227,
->,bdi,1983,54.17->60.54688,11.77
->,bgd,1983,47.22->54.24242,14.87
->,bih,1983,74.29->87.24638,17.44
+++,brb,1983,99.33665,
+++,brn,1983,90.72658,
+++,btn,1983,36.0119,
->,caf,1983,32.43->44.12533,36.06
->,civ,1983,37.5->44.14414,17.72
->,cod,1983,44.26->53.75494,21.45
->,cog,1983,55.56->62.82051,13.07
->,com,1983,44.83->61.6188,37.45
->,cpv,1983,63.64->73.03371,14.76
->,dji,1983,22.5->33.26039,47.82
+++,dma,1983,104.79651,
->,dom,1983,90.48->100.17036,10.71
->,eri,1983,39.13->47.74194,22.01
->,eth,1983,33.33->46.90554,40.73
+++,fsm,1983,87.27915,
->,gab,1983,72.58->94.52269,30.23
->,gin,1983,27.27->30.90129,13.32
->,gnb,1983,30->35.55556,18.52
+++,grd,1983,99.33665,
->,guy,1983,80.52->100.65466,25.01
+++,isl,1983,101.22951,
->,khm,1983,55->61.9171,12.58
->,lao,1983,54.55->68.10811,24.85
->,lbr,1983,31.58->36.80982,16.56
+++,lby,1983,55.57895,
->,lso,1983,146.3->129.65517,11.38
->,lva,1983,110.9->98.17629,11.47
->,mar,1983,42.86->52.61628,22.76
->,mli,1983,46.15->40.15152,13.00
+++,mlt,1983,92.75,
->,mrt,1983,38.1->54.98489,44.32
->,npl,1983,20.69->28.80435,39.22
->,omn,1983,60.78->68.48816,12.68
->,pak,1983,31.43->36.84211,17.22
->,png,1983,48.72->57.11111,17.22
+++,prk,1983,78.2984,
->,rwa,1983,58.06->65.92357,13.54
->,sau,1983,42.03->52.38693,24.64
->,som,1983,23.53->39.56044,68.13
+++,ssd,1983,28.18792,
->,swz,1983,84.31->93.61702,11.04
->,syc,1983,116.7->93.98496,19.46
->,tcd,1983,22.22->25.22124,13.51
->,tgo,1983,36.11->41.62304,15.27
->,tls,1983,40.91->68.40855,67.22
->,tun,1983,40->49.91087,24.78
->,tza,1983,61.22->72.21007,17.95
->,uga,1983,53.19->58.52018,10.02
+++,vct,1983,99.33665,
->,yem,1983,11.54->14.11043,22.27
->,afg,1984,11.76->17.4359,48.26
+++,and,1984,101.35922,
->,bdi,1984,54.17->60.8365,12.31
->,bih,1984,75.34->87.74929,16.47
+++,brb,1984,99.8374,
+++,brn,1984,91.13208,
+++,btn,1984,36.33721,
->,caf,1984,34.21->44.75703,30.83
->,civ,1984,39.39->44.57478,13.16
->,cod,1984,46.03->54.15861,17.66
->,cog,1984,56.76->63.52201,11.91
->,com,1984,45.16->61.9898,37.27
->,cpv,1984,65.71->73.42466,11.74
->,dji,1984,24.39->33.61884,37.84
+++,dma,1984,105.14286,
->,eri,1984,41.67->48.26498,15.83
->,eth,1984,31.25->47.45223,51.85
+++,fsm,1984,87.81903,
->,gab,1984,75->94.77727,26.37
->,gnb,1984,28.57->35.93074,25.76
+++,grd,1984,99.8374,
->,guy,1984,83.33->100.80257,20.97
+++,isl,1984,101.51515,
->,khm,1984,56.1->62.69036,11.75
->,lao,1984,55.88->68.78307,23.09
->,lbr,1984,33.33->37.5,12.51
+++,lby,1984,55.96708,
->,lva,1984,110.8->98.6,11.01
->,mar,1984,43.24->52.9745,22.51
+++,mlt,1984,93.07787,
->,moz,1984,42.31->48.4252,14.45
->,mrt,1984,36.36->55.16224,51.71
->,ner,1984,33.33->39.39394,18.19
->,npl,1984,20->29.52128,47.61
->,omn,1984,62.26->69.10714,11.00
->,pak,1984,32.43->37.46631,15.53
->,png,1984,50->57.6087,15.22
+++,prk,1984,78.78788,
->,rwa,1984,59.38->66.77019,12.45
->,sau,1984,45.07->53.08642,17.79
->,sdn,1984,41.3->45.43611,10.01
->,som,1984,27.78->40.32258,45.15
+++,ssd,1984,28.75817,
->,swz,1984,83.02->94.15094,13.41
->,syc,1984,118->94.1349,20.22
->,tcd,1984,21.05->25.43103,20.81
->,tgo,1984,37.84->41.94373,10.84
->,tls,1984,43.48->68.90951,58.49
->,tun,1984,41.18->50.68966,23.09
->,tza,1984,64->72.96137,14.00
+++,vct,1984,99.8374,
->,yem,1984,10.71->14.58333,36.17
->,afg,1985,11.11->17.5,57.52
+++,and,1985,101.62835,
->,bdi,1985,56->61.71004,10.20
->,bih,1985,76->88.11189,15.94
+++,brb,1985,100.15949,
+++,brn,1985,91.43389,
+++,btn,1985,36.93182,
->,caf,1985,35->45,28.57
->,civ,1985,40->44.98567,12.46
->,cod,1985,46.88->54.64896,16.57
->,cog,1985,57.89->64.35185,11.16
->,com,1985,46.88->62.59352,33.52
->,cpv,1985,66.67->73.99464,10.99
->,dji,1985,25.58->33.96226,32.77
+++,dma,1985,105.46985,
->,eri,1985,44->48.61538,10.49
->,eth,1985,31.25->47.67802,52.57
+++,fsm,1985,88.12785,
->,gab,1985,75.76->95.03012,25.44
->,gnb,1985,27.27->36.28692,33.07
+++,grd,1985,100.15949,
->,guy,1985,84.81->100.94488,19.02
+++,isl,1985,101.89243,
->,lao,1985,57.14->69.25065,21.19
->,lbr,1985,32.5->38.32853,17.93
+++,lby,1985,56.45161,
->,lva,1985,110.7->98.91412,10.65
->,mar,1985,47.37->53.4626,12.86
+++,mlt,1985,93.51285,
->,mrt,1985,39.13->55.6196,42.14
->,npl,1985,21.88->29.87013,36.52
->,pak,1985,34.21->37.69634,10.19
->,png,1985,50->58.08511,16.17
+++,prk,1985,79.26103,
->,rwa,1985,60.61->67.57576,11.49
->,sau,1985,46.58->53.69697,15.28
->,som,1985,26.32->40.31414,53.17
+++,ssd,1985,28.66242,
->,swz,1985,83.64->94.48529,12.97
->,syc,1985,117.7->94.27754,19.90
->,tcd,1985,20->25.63025,28.15
->,tls,1985,44->69.54545,58.06
->,tun,1985,41.43->51.75292,24.92
->,tza,1985,64.71->73.52941,13.63
+++,vct,1985,100.15949,
->,wsm,1985,112.5->100.62657,10.55
->,yem,1985,10.34->15.0289,45.35
->,afg,1986,10.53->17.56098,66.77
+++,and,1986,101.98675,
->,bfa,1986,38.46->44.52055,15.76
->,bgd,1986,50->56.21469,12.43
->,bih,1986,76.62->88.46154,15.45
+++,brb,1986,100.62598,
+++,brn,1986,91.81985,
+++,btn,1986,37.22222,
->,caf,1986,36.59->45.47677,24.29
->,cod,1986,46.97->55.01859,17.14
->,com,1986,50->63.01703,26.03
->,dji,1986,25->34.49692,37.99
+++,dma,1986,105.78512,
->,eth,1986,35.29->48.33837,36.97
+++,fsm,1986,88.63892,
->,gab,1986,76.47->95.4142,24.77
->,gnb,1986,31.82->36.47541,14.63
+++,grd,1986,100.62598,
->,guy,1986,87.5->101.08192,15.52
+++,isl,1986,102.1611,
->,lao,1986,58.33->69.69697,19.49
->,lbr,1986,33.33->38.93557,16.82
+++,lby,1986,57.00197,
->,lva,1986,110.6->99.31774,10.20
->,mar,1986,47.5->54.05405,13.80
->,mli,1986,46.67->41.25874,11.59
+++,mlt,1986,93.93939,
->,mrt,1986,41.67->55.89888,34.15
->,npl,1986,21.21->30.45685,43.60
->,pak,1986,33.33->38.16794,14.52
+++,prk,1986,79.81221,
->,rwa,1986,61.76->68.3432,10.66
->,sau,1986,47.37->54.46961,14.99
->,som,1986,30->40.81633,36.05
+++,ssd,1986,29.19255,
->,swz,1986,84.21->94.80287,12.58
->,syc,1986,119->94.55307,20.54
->,tcd,1986,19.05->25.81967,35.54
->,tgo,1986,37.5->42.43902,13.17
->,tls,1986,46.15->70,51.68
->,tun,1986,43.06->52.82714,22.68
->,tza,1986,67.31->74.07407,10.05
+++,vct,1986,100.62598,
->,wsm,1986,113.6->100.98401,11.11
->,yem,1986,12.9->15.40616,19.43
->,afg,1987,10.53->17.61905,67.32
+++,and,1987,102.2409,
->,bdi,1987,55.56->62.54417,12.57
->,bgd,1987,51.28->56.90608,10.97
->,bih,1987,77.22->89.05405,15.33
+++,brb,1987,101.07527,
+++,brn,1987,92.19601,
+++,btn,1987,37.39837,
->,caf,1987,38.1->45.80336,20.22
->,cod,1987,47.76->55.45455,16.11
->,com,1987,50->63.80952,27.62
->,dji,1987,26.09->34.73896,33.15
+++,dma,1987,106.08931,
->,eri,1987,44.44->49.12281,10.54
->,eth,1987,33.33->48.67257,46.03
+++,fsm,1987,89.13525,
->,gab,1987,78.26->95.78488,22.39
->,gnb,1987,30.43->36.8,20.93
+++,grd,1987,101.07527,
->,guy,1987,88.89->101.36571,14.03
+++,isl,1987,102.42248,
->,lao,1987,59.46->70.12346,17.93
->,lbr,1987,34.88->39.8374,14.21
+++,lby,1987,57.52896,
->,lso,1987,143.5->129.11392,10.03
->,mar,1987,48.78->54.7619,12.26
->,mli,1987,46.67->41.4966,11.09
+++,mlt,1987,94.35774,
->,moz,1987,44.83->49.45055,10.31
->,mrt,1987,40->56.31868,40.80
->,npl,1987,22.86->31.26551,36.77
->,pak,1987,34.15->38.86139,13.80
+++,prk,1987,80.25404,
->,sau,1987,50->55.33411,10.67
->,som,1987,30->40.79602,35.99
+++,ssd,1987,29.09091,
->,swz,1987,86.44->95.27972,10.23
->,syc,1987,120.3->94.55041,21.40
->,tgo,1987,39.02->42.95943,10.10
->,tls,1987,46.43->70.282,51.37
->,tun,1987,44.59->53.83412,20.73
->,tza,1987,66.67->74.59677,11.89
+++,vct,1987,101.07527,
->,wsm,1987,113.3->101.20773,10.67
->,yem,1987,12.12->15.80381,30.39
->,afg,1988,10->18.13953,81.40
+++,and,1988,102.39631,
->,bgd,1988,52.5->57.83784,10.17
->,bih,1988,78.75->89.50863,13.66
+++,brb,1988,101.35542,
+++,brn,1988,92.56272,
+++,btn,1988,37.93103,
->,caf,1988,39.53->46.24413,16.98
->,cod,1988,50->55.97148,11.94
->,com,1988,54.05->64.4186,19.18
->,dji,1988,25.53->35.23622,38.02
+++,dma,1988,106.38298,
->,eri,1988,44.83->49.71429,10.90
->,eth,1988,36.84->49.13793,33.38
+++,fsm,1988,89.51965,
->,gab,1988,78.87->96,21.72
->,gnb,1988,33.33->36.96498,10.91
+++,grd,1988,101.35542,
->,guy,1988,91.46->101.49031,10.97
+++,isl,1988,102.67686,
->,lao,1988,60.53->70.77295,16.92
->,lbr,1988,34.09->40.52632,18.88
+++,lby,1988,58.03403,
->,mar,1988,50->55.29716,10.59
+++,mlt,1988,94.64923,
->,mrt,1988,40.74->56.83646,39.51
->,ner,1988,36.36->40.41096,11.14
->,npl,1988,25->31.96126,27.85
+++,prk,1988,80.79545,
->,som,1988,28.57->41.26214,44.42
+++,ssd,1988,29.5858,
->,syc,1988,119.7->94.68085,20.90
->,tcd,1988,22.73->26.17188,15.14
->,tls,1988,48.28->70.91295,46.88
->,tun,1988,44.74->55,22.93
+++,vct,1988,101.35542,
->,wsm,1988,114.3->101.54211,11.16
->,yem,1988,14.29->16.09499,12.63
->,afg,1989,10->18.09955,81.00
+++,and,1989,102.63876,
->,bfa,1989,40->45.28302,13.21
->,bih,1989,79.27->89.94778,13.47
+++,brb,1989,101.77515,
+++,brn,1989,92.92035,
+++,btn,1989,38.0829,
->,caf,1989,40.91->46.66667,14.07
->,cod,1989,50.72->56.46853,11.33
->,com,1989,53.85->64.77273,20.28
->,dji,1989,26.53->35.64547,34.36
+++,dma,1989,106.79739,
->,eth,1989,35->49.7191,42.05
+++,fsm,1989,89.98924,
->,gab,1989,80.56->96.34831,19.60
->,gnb,1989,32->37.5,17.19
+++,grd,1989,101.77515,
+++,isl,1989,102.92453,
->,lao,1989,58.97->71.22642,20.78
->,lbr,1989,34.78->41.58163,19.56
+++,lby,1989,58.51852,
->,lso,1989,143.8->128.74494,10.47
->,mar,1989,50->55.80808,11.62
->,mli,1989,50->41.93548,16.13
+++,mlt,1989,94.92925,
->,mrt,1989,42.86->57.06806,33.15
->,npl,1989,23.68->32.46445,37.10
+++,prk,1989,81.31991,
->,som,1989,31.82->41.70616,31.07
+++,ssd,1989,29.88506,
->,syc,1989,119.4->94.68223,20.70
->,tcd,1989,21.74->26.23574,20.68
->,tls,1989,48.39->71.36929,47.49
->,tun,1989,46.15->56.15836,21.69
+++,vct,1989,101.77515,
->,wsm,1989,114.1->101.98135,10.62
->,yem,1989,13.89->16.66667,19.99
->,afg,1990,9.524->18.58407,95.13
+++,and,1990,102.87511,
->,bih,1990,79.76->90.37227,13.31
+++,brb,1990,102.03193,
+++,brn,1990,93.35083,
+++,btn,1990,38.48101,
->,caf,1990,42.22->47.19101,11.77
->,cod,1990,51.43->56.84932,10.54
->,com,1990,57.5->65.55556,14.01
->,dji,1990,28->36.03774,28.71
+++,dma,1990,106.93196,
->,eth,1990,40->50.13699,25.34
+++,fsm,1990,90.44586,
->,gab,1990,82.19->96.54696,17.47
+++,grd,1990,102.03193,
+++,isl,1990,103.16574,
->,lao,1990,60->71.82448,19.71
->,lbr,1990,36.17->42.32673,17.02
+++,lby,1990,58.87681,
->,lso,1990,142.9->128.31683,10.21
->,mar,1990,51.11->56.2963,10.15
+++,mlt,1990,95.31616,
->,mrt,1990,44.83->57.54476,28.36
->,npl,1990,25.64->33.33333,30.01
+++,prk,1990,81.71806,
->,som,1990,31.82->41.93548,31.79
+++,ssd,1990,29.77528,
->,syc,1990,118.8->94.93029,20.09
->,tls,1990,53.12->71.80527,35.18
->,tun,1990,47.5->57.38636,20.81
+++,vct,1990,102.03193,
->,wsm,1990,115.1->102.17391,11.23
->,yem,1990,13.16->17.16418,30.43
->,afg,1991,14.29->18.53448,29.70
+++,and,1991,103.01686,
->,bih,1991,80.23->90.78283,13.15
+++,brb,1991,102.56776,
+++,brn,1991,93.60415,
+++,btn,1991,38.86139,
->,com,1991,57.14->66.08696,15.66
->,dji,1991,28.85->36.41405,26.22
+++,dma,1991,107.19697,
->,eth,1991,38.1->50.53476,32.64
+++,fsm,1991,90.89005,
->,gab,1991,82.43->96.875,17.52
->,gnb,1991,33.33->38.1295,14.40
+++,grd,1991,102.56776,
+++,isl,1991,103.40074,
->,lao,1991,60.98->72.23476,18.46
->,lbr,1991,37.5->43.40528,15.75
+++,lby,1991,59.50266,
->,lso,1991,144->128.15534,11.00
+++,mlt,1991,95.58653,
->,mrt,1991,46.67->58,24.28
->,npl,1991,27.5->33.93665,23.41
+++,prk,1991,82.21258,
->,som,1991,30.43->42.34234,39.15
+++,ssd,1991,30.05464,
->,syc,1991,120->95.04337,20.80
->,tcd,1991,24->26.81159,11.71
->,tls,1991,52.94->72.42063,36.80
->,tun,1991,48.78->58.59697,20.12
+++,vct,1991,102.56776,
->,wsm,1991,114.8->102.47191,10.74
->,yem,1991,15->17.59036,17.27
->,afg,1992,13.64->18.90756,38.62
+++,and,1992,103.24277,
->,bfa,1992,41.18->47.09302,14.36
->,bih,1992,81.61->91.19107,11.74
+++,brb,1992,102.80112,
+++,brn,1992,93.93681,
+++,btn,1992,39.22518,
->,com,1992,60.47->66.80851,10.48
->,dji,1992,30.19->36.77536,21.81
+++,dma,1992,107.57764,
->,eth,1992,40.91->51.17493,25.09
+++,fsm,1992,91.22807,
->,gab,1992,84->97.05882,15.55
+++,grd,1992,102.80112,
+++,isl,1992,103.62976,
->,lao,1992,61.9->72.84768,17.69
->,lbr,1992,36.73->44.4186,20.93
+++,lby,1992,59.82609,
->,lso,1992,143.1->127.94677,10.59
+++,mlt,1992,96.0739,
->,mrt,1992,46.88->58.19071,24.13
->,npl,1992,26.19->34.73451,32.63
+++,prk,1992,82.69231,
->,som,1992,34.78->42.73128,22.86
+++,ssd,1992,30.48128,
->,syc,1992,119.7->95.15152,20.51
->,tcd,1992,23.08->27.20848,17.89
->,tls,1992,54.29->72.81553,34.12
->,tun,1992,50->60,20.00
+++,vct,1992,102.80112,
->,wsm,1992,115.7->102.75938,11.18
->,yem,1992,14.29->18.2243,27.53
->,afg,1993,13.64->18.85246,38.21
+++,and,1993,103.4662,
->,bih,1993,82.02->91.69719,11.80
+++,brb,1993,103.16369,
+++,brn,1993,94.34122,
+++,btn,1993,39.57346,
->,com,1993,60->67.35967,12.27
->,dji,1993,29.09->37.30018,28.22
+++,dma,1993,107.81441,
->,eth,1993,39.13->51.39949,31.36
+++,fsm,1993,91.64969,
->,gab,1993,85.53->97.23684,13.69
->,gnb,1993,34.48->38.56655,11.85
+++,grd,1993,103.16369,
+++,isl,1993,103.85305,
->,lao,1993,62.79->73.43413,16.95
->,lbr,1993,38->45.59819,20.00
+++,lby,1993,60.477,
->,mli,1993,50->43.93064,12.14
+++,mlt,1993,96.32606,
->,mrt,1993,45.45->58.47255,28.65
->,npl,1993,27.91->35.71429,27.96
+++,prk,1993,83.15789,
->,som,1993,33.33->42.91845,28.77
+++,ssd,1993,30.72917,
->,syc,1993,120.8->95.25504,21.15
->,tls,1993,56.76->73.38403,29.29
->,tun,1993,50->61.31953,22.64
+++,vct,1993,103.16369,
->,wsm,1993,116.7->103.03359,11.71
->,yem,1993,15.91->18.77828,18.03
