@@,geo,time,mean_years_in_school_men_25_to_34_years,changes(%)
->,irq,2005,7.3->8.38,14.79
+++,isl,2005,12.72,
->,kir,2005,10.2->8.42,17.45
->,kwt,2005,8->10.4,30.00
+++,lby,2005,7.36,
->,mar,2005,6.5->5.62,13.54
->,mdv,2005,5.8->6.66,14.83
+++,mlt,2005,9.97,
->,mrt,2005,4.8->5.4,12.50
->,mwi,2005,6.8->6.01,11.62
->,nld,2005,12.2->13.43,10.08
+++,prk,2005,11.17,
->,qat,2005,8.4->7.52,10.48
->,sdn,2005,7.8->6.5,16.67
->,sgp,2005,10.4->12.53,20.48
+++,ssd,2005,2.59,
->,tls,2005,5.6->6.82,21.79
->,ton,2005,11.9->10.58,11.09
+++,vct,2005,8.88,
+++,and,2006,13.25,
->,bhr,2006,10.4->8.67,16.63
+++,brb,2006,9.02,
+++,brn,2006,13.53,
+++,btn,2006,5.57,
->,cri,2006,10.2->8.81,13.63
+++,dma,2006,9.99,
->,esp,2006,10.5->11.63,10.76
->,eth,2006,3.5->5.18,48.00
+++,fsm,2006,11.53,
+++,grd,2006,9.02,
->,guy,2006,10.1->9.06,10.30
->,irq,2006,7.3->8.51,16.58
+++,isl,2006,12.84,
->,kir,2006,10.3->8.53,17.18
->,kwt,2006,8.1->10.57,30.49
+++,lby,2006,7.49,
->,mar,2006,6.6->5.74,13.03
->,mdv,2006,5.8->6.78,16.90
+++,mlt,2006,10.1,
->,mrt,2006,4.9->5.51,12.45
->,mwi,2006,7->6.11,12.71
->,nld,2006,12.3->13.55,10.16
+++,prk,2006,11.31,
->,sdn,2006,7.9->6.6,16.46
->,sgp,2006,10.5->12.69,20.86
+++,ssd,2006,2.65,
->,tls,2006,5.7->6.95,21.93
->,ton,2006,12->10.69,10.92
+++,vct,2006,9.02,
+++,and,2007,13.37,
->,bhr,2007,10.6->8.79,17.08
+++,brb,2007,9.16,
+++,brn,2007,13.65,
+++,btn,2007,5.68,
->,cri,2007,10.3->8.94,13.20
+++,dma,2007,10.13,
->,esp,2007,10.6->11.76,10.94
->,eth,2007,3.5->5.29,51.14
+++,fsm,2007,11.66,
+++,grd,2007,9.16,
->,irq,2007,7.4->8.65,16.89
+++,isl,2007,12.96,
->,kir,2007,10.4->8.64,16.92
->,kwt,2007,8.1->10.74,32.59
->,lao,2007,5.6->6.27,11.96
+++,lby,2007,7.63,
->,mar,2007,6.7->5.86,12.54
->,mdv,2007,5.9->6.9,16.95
+++,mlt,2007,10.23,
->,mrt,2007,5->5.62,12.40
->,mwi,2007,7.1->6.21,12.54
->,nld,2007,12.4->13.67,10.24
+++,prk,2007,11.45,
->,sdn,2007,8->6.69,16.37
->,sgp,2007,10.6->12.85,21.23
+++,ssd,2007,2.71,
->,tls,2007,5.8->7.09,22.24
->,ton,2007,12.1->10.8,10.74
+++,vct,2007,9.16,
+++,and,2008,13.5,
->,bfa,2008,2.9->2.59,10.69
->,bhr,2008,10.7->8.91,16.73
+++,brb,2008,9.3,
+++,brn,2008,13.77,
+++,btn,2008,5.79,
->,cri,2008,10.4->9.07,12.79
+++,dma,2008,10.27,
->,esp,2008,10.7->11.9,11.21
->,eth,2008,3.6->5.39,49.72
+++,fsm,2008,11.79,
+++,grd,2008,9.3,
->,irq,2008,7.4->8.78,18.65
+++,isl,2008,13.09,
->,kir,2008,10.5->8.76,16.57
->,kwt,2008,8.2->10.91,33.05
->,lao,2008,5.7->6.4,12.28
+++,lby,2008,7.76,
->,mar,2008,6.8->5.97,12.21
->,mdv,2008,6->7.02,17.00
+++,mlt,2008,10.36,
->,mrt,2008,5.1->5.73,12.35
->,mwi,2008,7.2->6.32,12.22
->,nld,2008,12.4->13.78,11.13
+++,prk,2008,11.58,
->,sdn,2008,8.1->6.79,16.17
->,sgp,2008,10.7->13,21.50
+++,ssd,2008,2.78,
->,tls,2008,5.9->7.23,22.54
->,ton,2008,12.2->10.91,10.57
+++,vct,2008,9.3,
+++,and,2009,13.62,
->,bhr,2009,10.8->9.03,16.39
+++,brb,2009,9.44,
+++,brn,2009,13.89,
+++,btn,2009,5.91,
->,cri,2009,10.6->9.21,13.11
+++,dma,2009,10.41,
->,esp,2009,10.8->12.04,11.48
->,eth,2009,3.7->5.49,48.38
+++,fsm,2009,11.93,
+++,grd,2009,9.44,
->,irq,2009,7.5->8.92,18.93
+++,isl,2009,13.21,
->,kir,2009,10.6->8.87,16.32
->,kwt,2009,8.3->11.07,33.37
->,lao,2009,5.8->6.52,12.41
+++,lby,2009,7.89,
->,mar,2009,6.9->6.09,11.74
->,mdv,2009,6->7.15,19.17
+++,mlt,2009,10.49,
->,mrt,2009,5.2->5.84,12.31
->,mwi,2009,7.3->6.42,12.05
->,nld,2009,12.5->13.9,11.20
+++,prk,2009,11.72,
->,sdn,2009,8.2->6.9,15.85
->,sgp,2009,10.8->13.15,21.76
+++,ssd,2009,2.85,
->,tls,2009,6.1->7.37,20.82
+++,vct,2009,9.44,
+++,afg,2010,3.68,
+++,ago,2010,6.61,
+++,alb,2010,11.3,
+++,and,2010,13.74,
+++,are,2010,11.74,
+++,arg,2010,11.37,
+++,arm,2010,11.88,
+++,atg,2010,12.54,
+++,aus,2010,13.54,
+++,aut,2010,12.54,
+++,aze,2010,12.43,
+++,bdi,2010,4.88,
+++,bel,2010,13.29,
+++,ben,2010,5.04,
+++,bfa,2010,2.72,
+++,bgd,2010,5.93,
+++,bgr,2010,12.19,
+++,bhr,2010,9.15,
+++,bhs,2010,12.08,
+++,bih,2010,10.61,
+++,blr,2010,13.47,
+++,blz,2010,9.11,
+++,bol,2010,10.1,
+++,bra,2010,7.83,
+++,brb,2010,9.58,
+++,brn,2010,14.01,
+++,btn,2010,6.03,
+++,bwa,2010,7,
+++,caf,2010,6.55,
+++,can,2010,14.89,
+++,che,2010,14.05,
+++,chl,2010,12.11,
+++,chn,2010,10.33,
+++,civ,2010,5.84,
+++,cmr,2010,8.3,
+++,cod,2010,8.28,
+++,cog,2010,9.61,
+++,col,2010,9.4,
+++,com,2010,6.85,
+++,cpv,2010,6.34,
+++,cri,2010,9.34,
+++,cub,2010,11.82,
+++,cyp,2010,13.56,
+++,cze,2010,13.54,
+++,deu,2010,13.39,
+++,dji,2010,7.73,
+++,dma,2010,10.55,
+++,dnk,2010,13.99,
+++,dom,2010,9.35,
+++,dza,2010,7.81,
+++,ecu,2010,10,
+++,egy,2010,10.33,
+++,eri,2010,5.78,
+++,esp,2010,12.17,
+++,est,2010,12.77,
+++,eth,2010,5.59,
+++,fin,2010,13.65,
+++,fji,2010,10.98,
+++,fra,2010,12.62,
+++,fsm,2010,12.06,
+++,gab,2010,9.58,
+++,gbr,2010,13.99,
+++,geo,2010,13.36,
+++,gha,2010,8.47,
+++,gin,2010,4.5,
+++,gmb,2010,5.91,
+++,gnb,2010,4.48,
+++,gnq,2010,9.08,
+++,grc,2010,12.73,
+++,grd,2010,9.58,
+++,gtm,2010,6.91,
+++,guy,2010,9.61,
+++,hnd,2010,7.26,
+++,hrv,2010,11.15,
+++,hti,2010,7.52,
+++,hun,2010,12.76,
+++,idn,2010,9.43,
+++,ind,2010,7.87,
+++,irl,2010,13.23,
+++,irn,2010,10.49,
+++,irq,2010,9.05,
+++,isl,2010,13.33,
+++,isr,2010,14.57,
+++,ita,2010,13.16,
+++,jam,2010,11.26,
+++,jor,2010,11.77,
+++,jpn,2010,14.62,
+++,kaz,2010,12.77,
+++,ken,2010,9.46,
+++,kgz,2010,12.63,
+++,khm,2010,6.65,
+++,kir,2010,8.99,
+++,kor,2010,14.21,
+++,kwt,2010,11.24,
+++,lao,2010,6.65,
+++,lbn,2010,10.09,
+++,lbr,2010,6.54,
+++,lby,2010,8.03,
+++,lca,2010,10.24,
+++,lka,2010,10.47,
+++,lso,2010,7.45,
+++,ltu,2010,13.03,
+++,lux,2010,13.09,
+++,lva,2010,12.91,
+++,mar,2010,6.21,
+++,mda,2010,12.17,
+++,mdg,2010,6.35,
+++,mdv,2010,7.27,
+++,mex,2010,10.13,
+++,mhl,2010,9.74,
+++,mkd,2010,11.69,
+++,mli,2010,2.66,
+++,mlt,2010,10.62,
+++,mmr,2010,6.82,
+++,mne,2010,12.22,
+++,mng,2010,10.18,
+++,moz,2010,4.72,
+++,mrt,2010,5.95,
+++,mus,2010,9.71,
+++,mwi,2010,6.53,
+++,mys,2010,11.03,
+++,nam,2010,8.49,
+++,ner,2010,2.56,
+++,nga,2010,8.47,
+++,nic,2010,7.38,
+++,nld,2010,14.01,
+++,nor,2010,14.36,
+++,npl,2010,6.56,
+++,nzl,2010,13.86,
+++,omn,2010,8.97,
+++,pak,2010,6.91,
+++,pan,2010,10.78,
+++,per,2010,11.39,
+++,phl,2010,10.31,
+++,png,2010,7.61,
+++,pol,2010,13.48,
+++,prk,2010,11.86,
+++,prt,2010,9.8,
+++,pry,2010,8.6,
+++,pse,2010,10.79,
+++,qat,2010,8.17,
+++,rou,2010,12.99,
+++,rus,2010,13.34,
+++,rwa,2010,5.63,
+++,sau,2010,11.81,
+++,sdn,2010,7,
+++,sen,2010,4.42,
+++,sgp,2010,13.29,
+++,slb,2010,8.19,
+++,sle,2010,4.34,
+++,slv,2010,8.65,
+++,som,2010,3.49,
+++,srb,2010,11.84,
+++,ssd,2010,2.92,
+++,stp,2010,6.99,
+++,sur,2010,9.31,
+++,svk,2010,12.96,
+++,svn,2010,12.81,
+++,swe,2010,13.93,
+++,swz,2010,9,
+++,syc,2010,10.83,
+++,syr,2010,9.22,
+++,tcd,2010,4.3,
+++,tgo,2010,6.86,
+++,tha,2010,9.15,
+++,tjk,2010,11.94,
+++,tkm,2010,13.18,
+++,tls,2010,7.5,
+++,ton,2010,11.14,
+++,tto,2010,11.83,
+++,tun,2010,10.41,
+++,tur,2010,9.6,
+++,twn,2010,13.33,
+++,tza,2010,7.36,
+++,uga,2010,7.52,
+++,ukr,2010,13.4,
+++,ury,2010,10.35,
+++,usa,2010,14.1,
+++,uzb,2010,12.12,
+++,vct,2010,9.58,
+++,ven,2010,9.84,
+++,vnm,2010,9.02,
+++,vut,2010,8.67,
+++,wsm,2010,11.66,
+++,yem,2010,7.07,
+++,zaf,2010,10.33,
+++,zmb,2010,8.47,
+++,zwe,2010,10.41,
+++,afg,2011,3.76,
+++,ago,2011,6.73,
+++,alb,2011,11.43,
+++,and,2011,13.86,
+++,are,2011,11.9,
+++,arg,2011,11.5,
+++,arm,2011,12.01,
+++,atg,2011,12.67,
+++,aus,2011,13.66,
+++,aut,2011,12.66,
+++,aze,2011,12.55,
+++,bdi,2011,4.99,
+++,bel,2011,13.41,
+++,ben,2011,5.14,
+++,bfa,2011,2.79,
+++,bgd,2011,6.05,
+++,bgr,2011,12.31,
+++,bhr,2011,9.28,
+++,bhs,2011,12.21,
+++,bih,2011,10.75,
+++,blr,2011,13.61,
+++,blz,2011,9.25,
+++,bol,2011,10.23,
+++,bra,2011,7.96,
+++,brb,2011,9.72,
+++,brn,2011,14.13,
+++,btn,2011,6.15,
+++,bwa,2011,7.13,
+++,caf,2011,6.67,
+++,can,2011,14.98,
+++,che,2011,14.16,
+++,chl,2011,12.24,
+++,chn,2011,10.47,
+++,civ,2011,5.95,
+++,cmr,2011,8.42,
+++,cod,2011,8.41,
+++,cog,2011,9.74,
+++,col,2011,9.53,
+++,com,2011,6.98,
+++,cpv,2011,6.46,
+++,cri,2011,9.48,
+++,cub,2011,11.96,
+++,cyp,2011,13.68,
+++,cze,2011,13.65,
+++,deu,2011,13.51,
+++,dji,2011,7.87,
+++,dma,2011,10.69,
+++,dnk,2011,14.1,
+++,dom,2011,9.48,
+++,dza,2011,7.95,
+++,ecu,2011,10.14,
+++,egy,2011,10.46,
+++,eri,2011,5.89,
+++,esp,2011,12.31,
+++,est,2011,12.9,
+++,eth,2011,5.69,
+++,fin,2011,13.77,
+++,fji,2011,11.11,
+++,fra,2011,12.75,
+++,fsm,2011,12.19,
+++,gab,2011,9.7,
+++,gbr,2011,14.11,
+++,geo,2011,13.48,
+++,gha,2011,8.6,
+++,gin,2011,4.61,
+++,gmb,2011,6.03,
+++,gnb,2011,4.58,
+++,gnq,2011,9.22,
+++,grc,2011,12.86,
+++,grd,2011,9.72,
+++,gtm,2011,7.03,
+++,guy,2011,9.74,
+++,hnd,2011,7.39,
+++,hrv,2011,11.28,
+++,hti,2011,7.66,
+++,hun,2011,12.88,
+++,idn,2011,9.57,
+++,ind,2011,8,
+++,irl,2011,13.35,
+++,irn,2011,10.64,
+++,irq,2011,9.19,
+++,isl,2011,13.44,
+++,isr,2011,14.67,
+++,ita,2011,13.28,
+++,jam,2011,11.39,
+++,jor,2011,11.89,
+++,jpn,2011,14.73,
+++,kaz,2011,12.89,
+++,ken,2011,9.58,
+++,kgz,2011,12.74,
+++,khm,2011,6.77,
+++,kir,2011,9.11,
+++,kor,2011,14.33,
+++,kwt,2011,11.4,
+++,lao,2011,6.78,
+++,lbn,2011,10.23,
+++,lbr,2011,6.67,
+++,lby,2011,8.16,
+++,lca,2011,10.38,
+++,lka,2011,10.6,
+++,lso,2011,7.58,
+++,ltu,2011,13.14,
+++,lux,2011,13.22,
+++,lva,2011,13.02,
+++,mar,2011,6.34,
+++,mda,2011,12.3,
+++,mdg,2011,6.47,
+++,mdv,2011,7.4,
+++,mex,2011,10.27,
+++,mhl,2011,9.88,
+++,mkd,2011,11.82,
+++,mli,2011,2.73,
+++,mlt,2011,10.75,
+++,mmr,2011,6.94,
+++,mne,2011,12.36,
+++,mng,2011,10.31,
+++,moz,2011,4.83,
+++,mrt,2011,6.06,
+++,mus,2011,9.85,
+++,mwi,2011,6.63,
+++,mys,2011,11.16,
+++,nam,2011,8.63,
+++,ner,2011,2.63,
+++,nga,2011,8.61,
+++,nic,2011,7.51,
+++,nld,2011,14.12,
+++,nor,2011,14.47,
+++,npl,2011,6.68,
+++,nzl,2011,13.98,
+++,omn,2011,9.11,
+++,pak,2011,7.04,
+++,pan,2011,10.91,
+++,per,2011,11.52,
+++,phl,2011,10.43,
+++,png,2011,7.74,
+++,pol,2011,13.59,
+++,prk,2011,11.99,
+++,prt,2011,9.95,
+++,pry,2011,8.73,
+++,pse,2011,10.93,
+++,qat,2011,8.3,
+++,rou,2011,13.11,
+++,rus,2011,13.46,
+++,rwa,2011,5.74,
+++,sau,2011,11.94,
+++,sdn,2011,7.11,
+++,sen,2011,4.51,
+++,sgp,2011,13.44,
+++,slb,2011,8.34,
+++,sle,2011,4.44,
+++,slv,2011,8.78,
+++,som,2011,3.58,
+++,srb,2011,11.98,
+++,ssd,2011,2.99,
+++,stp,2011,7.12,
+++,sur,2011,9.45,
+++,svk,2011,13.07,
+++,svn,2011,12.93,
+++,swe,2011,14.05,
+++,swz,2011,9.14,
+++,syc,2011,10.96,
+++,syr,2011,9.35,
+++,tcd,2011,4.4,
+++,tgo,2011,6.99,
+++,tha,2011,9.29,
+++,tjk,2011,12.05,
+++,tkm,2011,13.31,
+++,tls,2011,7.64,
+++,ton,2011,11.26,
+++,tto,2011,11.96,
+++,tun,2011,10.55,
+++,tur,2011,9.74,
+++,twn,2011,13.44,
+++,tza,2011,7.48,
+++,uga,2011,7.65,
+++,ukr,2011,13.54,
+++,ury,2011,10.47,
+++,usa,2011,14.19,
+++,uzb,2011,12.24,
+++,vct,2011,9.72,
+++,ven,2011,9.97,
+++,vnm,2011,9.16,
+++,vut,2011,8.81,
+++,wsm,2011,11.79,
+++,yem,2011,7.22,
+++,zaf,2011,10.47,
+++,zmb,2011,8.6,
+++,zwe,2011,10.54,
+++,afg,2012,3.85,
+++,ago,2012,6.86,
+++,alb,2012,11.56,
+++,and,2012,13.98,
+++,are,2012,12.05,
+++,arg,2012,11.63,
+++,arm,2012,12.13,
+++,atg,2012,12.8,
+++,aus,2012,13.78,
+++,aut,2012,12.77,
+++,aze,2012,12.66,
+++,bdi,2012,5.09,
+++,bel,2012,13.53,
+++,ben,2012,5.25,
+++,bfa,2012,2.86,
+++,bgd,2012,6.17,
+++,bgr,2012,12.42,
+++,bhr,2012,9.41,
+++,bhs,2012,12.35,
+++,bih,2012,10.89,
+++,blr,2012,13.75,
+++,blz,2012,9.38,
+++,bol,2012,10.37,
+++,bra,2012,8.09,
+++,brb,2012,9.86,
+++,brn,2012,14.24,
+++,btn,2012,6.27,
+++,bwa,2012,7.26,
+++,caf,2012,6.79,
+++,can,2012,15.07,
+++,che,2012,14.27,
+++,chl,2012,12.37,
+++,chn,2012,10.6,
+++,civ,2012,6.06,
+++,cmr,2012,8.55,
+++,cod,2012,8.55,
+++,cog,2012,9.87,
+++,col,2012,9.67,
+++,com,2012,7.11,
+++,cpv,2012,6.58,
+++,cri,2012,9.62,
+++,cub,2012,12.09,
+++,cyp,2012,13.79,
+++,cze,2012,13.75,
+++,deu,2012,13.63,
+++,dji,2012,8,
+++,dma,2012,10.83,
+++,dnk,2012,14.21,
+++,dom,2012,9.61,
+++,dza,2012,8.09,
+++,ecu,2012,10.28,
+++,egy,2012,10.6,
+++,eri,2012,6.01,
+++,esp,2012,12.44,
+++,est,2012,13.02,
+++,eth,2012,5.8,
+++,fin,2012,13.88,
+++,fji,2012,11.24,
+++,fra,2012,12.87,
+++,fsm,2012,12.32,
+++,gab,2012,9.83,
+++,gbr,2012,14.22,
+++,geo,2012,13.6,
+++,gha,2012,8.73,
+++,gin,2012,4.71,
+++,gmb,2012,6.14,
+++,gnb,2012,4.69,
+++,gnq,2012,9.36,
+++,grc,2012,12.98,
+++,grd,2012,9.86,
+++,gtm,2012,7.16,
+++,guy,2012,9.88,
+++,hnd,2012,7.52,
+++,hrv,2012,11.41,
+++,hti,2012,7.79,
+++,hun,2012,13,
+++,idn,2012,9.71,
+++,ind,2012,8.13,
+++,irl,2012,13.48,
+++,irn,2012,10.78,
+++,irq,2012,9.33,
+++,isl,2012,13.56,
+++,isr,2012,14.78,
+++,ita,2012,13.4,
+++,jam,2012,11.53,
+++,jor,2012,12.02,
+++,jpn,2012,14.83,
+++,kaz,2012,13.01,
+++,ken,2012,9.71,
+++,kgz,2012,12.86,
+++,khm,2012,6.9,
+++,kir,2012,9.23,
+++,kor,2012,14.44,
+++,kwt,2012,11.55,
+++,lao,2012,6.91,
+++,lbn,2012,10.37,
+++,lbr,2012,6.79,
+++,lby,2012,8.3,
+++,lca,2012,10.52,
+++,lka,2012,10.73,
+++,lso,2012,7.71,
+++,ltu,2012,13.24,
+++,lux,2012,13.34,
+++,lva,2012,13.14,
+++,mar,2012,6.46,
+++,mda,2012,12.43,
+++,mdg,2012,6.59,
+++,mdv,2012,7.53,
+++,mex,2012,10.4,
+++,mhl,2012,10.02,
+++,mkd,2012,11.95,
+++,mli,2012,2.79,
+++,mlt,2012,10.89,
+++,mmr,2012,7.07,
+++,mne,2012,12.49,
+++,mng,2012,10.44,
+++,moz,2012,4.93,
+++,mrt,2012,6.18,
+++,mus,2012,9.98,
+++,mwi,2012,6.74,
+++,mys,2012,11.3,
+++,nam,2012,8.77,
+++,ner,2012,2.69,
+++,nga,2012,8.74,
+++,nic,2012,7.64,
+++,nld,2012,14.23,
+++,nor,2012,14.58,
+++,npl,2012,6.81,
+++,nzl,2012,14.09,
+++,omn,2012,9.25,
+++,pak,2012,7.16,
+++,pan,2012,11.04,
+++,per,2012,11.64,
+++,phl,2012,10.55,
+++,png,2012,7.88,
+++,pol,2012,13.71,
+++,prk,2012,12.13,
+++,prt,2012,10.09,
+++,pry,2012,8.86,
+++,pse,2012,11.06,
+++,qat,2012,8.43,
+++,rou,2012,13.22,
+++,rus,2012,13.57,
+++,rwa,2012,5.85,
+++,sau,2012,12.07,
+++,sdn,2012,7.22,
+++,sen,2012,4.61,
+++,sgp,2012,13.58,
+++,slb,2012,8.48,
+++,sle,2012,4.54,
+++,slv,2012,8.92,
+++,som,2012,3.66,
+++,srb,2012,12.12,
+++,ssd,2012,3.06,
+++,stp,2012,7.25,
+++,sur,2012,9.59,
+++,svk,2012,13.17,
+++,svn,2012,13.05,
+++,swe,2012,14.16,
+++,swz,2012,9.28,
+++,syc,2012,11.09,
+++,syr,2012,9.49,
+++,tcd,2012,4.5,
+++,tgo,2012,7.12,
+++,tha,2012,9.42,
+++,tjk,2012,12.16,
+++,tkm,2012,13.43,
+++,tls,2012,7.78,
+++,ton,2012,11.38,
+++,tto,2012,12.09,
+++,tun,2012,10.69,
+++,tur,2012,9.88,
+++,twn,2012,13.56,
+++,tza,2012,7.6,
+++,uga,2012,7.78,
+++,ukr,2012,13.68,
+++,ury,2012,10.6,
+++,usa,2012,14.29,
+++,uzb,2012,12.36,
+++,vct,2012,9.86,
+++,ven,2012,10.11,
+++,vnm,2012,9.29,
+++,vut,2012,8.95,
+++,wsm,2012,11.93,
+++,yem,2012,7.37,
+++,zaf,2012,10.6,
+++,zmb,2012,8.72,
+++,zwe,2012,10.68,
+++,afg,2013,3.94,
+++,ago,2013,6.98,
+++,alb,2013,11.7,
+++,and,2013,14.1,
+++,are,2013,12.2,
+++,arg,2013,11.76,
+++,arm,2013,12.26,
+++,atg,2013,12.93,
+++,aus,2013,13.9,
+++,aut,2013,12.89,
+++,aze,2013,12.78,
+++,bdi,2013,5.2,
+++,bel,2013,13.65,
+++,ben,2013,5.36,
+++,bfa,2013,2.93,
+++,bgd,2013,6.29,
+++,bgr,2013,12.54,
+++,bhr,2013,9.54,
+++,bhs,2013,12.48,
+++,bih,2013,11.04,
+++,blr,2013,13.88,
+++,blz,2013,9.52,
+++,bol,2013,10.51,
+++,bra,2013,8.22,
+++,brb,2013,10,
+++,brn,2013,14.36,
+++,btn,2013,6.39,
+++,bwa,2013,7.4,
+++,caf,2013,6.91,
+++,can,2013,15.16,
+++,che,2013,14.38,
+++,chl,2013,12.5,
+++,chn,2013,10.74,
+++,civ,2013,6.17,
+++,cmr,2013,8.68,
+++,cod,2013,8.68,
+++,cog,2013,10,
+++,col,2013,9.81,
+++,com,2013,7.24,
+++,cpv,2013,6.71,
+++,cri,2013,9.75,
+++,cub,2013,12.23,
+++,cyp,2013,13.9,
+++,cze,2013,13.86,
+++,deu,2013,13.75,
+++,dji,2013,8.13,
+++,dma,2013,10.97,
+++,dnk,2013,14.32,
+++,dom,2013,9.75,
+++,dza,2013,8.24,
+++,ecu,2013,10.41,
+++,egy,2013,10.73,
+++,eri,2013,6.13,
+++,esp,2013,12.57,
+++,est,2013,13.14,
+++,eth,2013,5.9,
+++,fin,2013,14,
+++,fji,2013,11.38,
+++,fra,2013,13,
+++,fsm,2013,12.45,
+++,gab,2013,9.95,
+++,gbr,2013,14.34,
+++,geo,2013,13.72,
+++,gha,2013,8.85,
+++,gin,2013,4.81,
+++,gmb,2013,6.26,
+++,gnb,2013,4.79,
+++,gnq,2013,9.5,
+++,grc,2013,13.11,
+++,grd,2013,10,
+++,gtm,2013,7.29,
+++,guy,2013,10.02,
+++,hnd,2013,7.65,
+++,hrv,2013,11.53,
+++,hti,2013,7.93,
+++,hun,2013,13.12,
+++,idn,2013,9.85,
+++,ind,2013,8.26,
+++,irl,2013,13.6,
+++,irn,2013,10.93,
+++,irq,2013,9.46,
+++,isl,2013,13.68,
+++,isr,2013,14.88,
+++,ita,2013,13.52,
+++,jam,2013,11.66,
+++,jor,2013,12.15,
+++,jpn,2013,14.94,
+++,kaz,2013,13.13,
+++,ken,2013,9.83,
+++,kgz,2013,12.97,
+++,khm,2013,7.03,
+++,kir,2013,9.36,
+++,kor,2013,14.55,
+++,kwt,2013,11.71,
+++,lao,2013,7.05,
+++,lbn,2013,10.51,
+++,lbr,2013,6.92,
+++,lby,2013,8.43,
+++,lca,2013,10.66,
+++,lka,2013,10.87,
+++,lso,2013,7.85,
+++,ltu,2013,13.35,
+++,lux,2013,13.46,
+++,lva,2013,13.25,
+++,mar,2013,6.58,
+++,mda,2013,12.56,
+++,mdg,2013,6.71,
+++,mdv,2013,7.66,
+++,mex,2013,10.54,
+++,mhl,2013,10.16,
+++,mkd,2013,12.07,
+++,mli,2013,2.86,
+++,mlt,2013,11.02,
+++,mmr,2013,7.2,
+++,mne,2013,12.62,
+++,mng,2013,10.58,
+++,moz,2013,5.04,
+++,mrt,2013,6.29,
+++,mus,2013,10.12,
+++,mwi,2013,6.85,
+++,mys,2013,11.43,
+++,nam,2013,8.91,
+++,ner,2013,2.76,
+++,nga,2013,8.87,
+++,nic,2013,7.77,
+++,nld,2013,14.34,
+++,nor,2013,14.69,
+++,npl,2013,6.93,
+++,nzl,2013,14.21,
+++,omn,2013,9.39,
+++,pak,2013,7.29,
+++,pan,2013,11.17,
+++,per,2013,11.77,
+++,phl,2013,10.67,
+++,png,2013,8.01,
+++,pol,2013,13.82,
+++,prk,2013,12.26,
+++,prt,2013,10.24,
+++,pry,2013,8.99,
+++,pse,2013,11.19,
+++,qat,2013,8.57,
+++,rou,2013,13.34,
+++,rus,2013,13.68,
+++,rwa,2013,5.97,
+++,sau,2013,12.21,
+++,sdn,2013,7.33,
+++,sen,2013,4.71,
+++,sgp,2013,13.71,
+++,slb,2013,8.63,
+++,sle,2013,4.64,
+++,slv,2013,9.06,
+++,som,2013,3.74,
+++,srb,2013,12.25,
+++,ssd,2013,3.13,
+++,stp,2013,7.38,
+++,sur,2013,9.73,
+++,svk,2013,13.28,
+++,svn,2013,13.18,
+++,swe,2013,14.27,
+++,swz,2013,9.42,
+++,syc,2013,11.22,
+++,syr,2013,9.63,
+++,tcd,2013,4.59,
+++,tgo,2013,7.25,
+++,tha,2013,9.56,
+++,tjk,2013,12.27,
+++,tkm,2013,13.55,
+++,tls,2013,7.92,
+++,ton,2013,11.5,
+++,tto,2013,12.22,
+++,tun,2013,10.82,
+++,tur,2013,10.02,
+++,twn,2013,13.68,
+++,tza,2013,7.72,
+++,uga,2013,7.91,
+++,ukr,2013,13.81,
+++,ury,2013,10.72,
+++,usa,2013,14.39,
+++,uzb,2013,12.48,
+++,vct,2013,10,
+++,ven,2013,10.24,
+++,vnm,2013,9.42,
+++,vut,2013,9.09,
+++,wsm,2013,12.06,
+++,yem,2013,7.51,
+++,zaf,2013,10.74,
+++,zmb,2013,8.85,
+++,zwe,2013,10.81,
+++,afg,2014,4.04,
+++,ago,2014,7.11,
+++,alb,2014,11.83,
+++,and,2014,14.21,
+++,are,2014,12.34,
+++,arg,2014,11.89,
+++,arm,2014,12.39,
+++,atg,2014,13.06,
+++,aus,2014,14.03,
+++,aut,2014,13.01,
+++,aze,2014,12.9,
+++,bdi,2014,5.31,
+++,bel,2014,13.77,
+++,ben,2014,5.47,
+++,bfa,2014,3,
+++,bgd,2014,6.41,
+++,bgr,2014,12.66,
+++,bhr,2014,9.66,
+++,bhs,2014,12.61,
+++,bih,2014,11.18,
+++,blr,2014,14.01,
+++,blz,2014,9.66,
+++,bol,2014,10.64,
+++,bra,2014,8.36,
+++,brb,2014,10.14,
+++,brn,2014,14.47,
+++,btn,2014,6.51,
+++,bwa,2014,7.53,
+++,caf,2014,7.04,
+++,can,2014,15.26,
+++,che,2014,14.48,
+++,chl,2014,12.63,
+++,chn,2014,10.87,
+++,civ,2014,6.29,
+++,cmr,2014,8.81,
+++,cod,2014,8.81,
+++,cog,2014,10.13,
+++,col,2014,9.94,
+++,com,2014,7.38,
+++,cpv,2014,6.83,
+++,cri,2014,9.89,
+++,cub,2014,12.36,
+++,cyp,2014,14.02,
+++,cze,2014,13.96,
+++,deu,2014,13.86,
+++,dji,2014,8.27,
+++,dma,2014,11.1,
+++,dnk,2014,14.43,
+++,dom,2014,9.88,
+++,dza,2014,8.38,
+++,ecu,2014,10.55,
+++,egy,2014,10.86,
+++,eri,2014,6.25,
+++,esp,2014,12.71,
+++,est,2014,13.26,
+++,eth,2014,6.01,
+++,fin,2014,14.11,
+++,fji,2014,11.51,
+++,fra,2014,13.12,
