new_births_total_number_estimated,geo,time
742400,pol,1948
735000,pol,1949
727500,pol,1950
743100,pol,1951
769900,pol,1952
787900,pol,1953
797200,pol,1954
797700,pol,1955
789700,pol,1956
773800,pol,1957
750900,pol,1958
722400,pol,1959
690100,pol,1960
656300,pol,1961
623500,pol,1962
593800,pol,1963
569100,pol,1964
550800,pol,1965
539600,pol,1966
534400,pol,1967
534300,pol,1968
538700,pol,1969
547300,pol,1970
559500,pol,1971
574300,pol,1972
590800,pol,1973
607900,pol,1974
625000,pol,1975
642100,pol,1976
658800,pol,1977
674600,pol,1978
688400,pol,1979
698700,pol,1980
704100,pol,1981
704000,pol,1982
698200,pol,1983
687100,pol,1984
671400,pol,1985
652500,pol,1986
631900,pol,1987
611000,pol,1988
590500,pol,1989
570600,pol,1990
550700,pol,1991
530100,pol,1992
508400,pol,1993
486100,pol,1994
463500,pol,1995
441200,pol,1996
419900,pol,1997
400700,pol,1998
384100,pol,1999
371500,pol,2000
363900,pol,2001
361200,pol,2002
363100,pol,2003
368900,pol,2004
377200,pol,2005
386800,pol,2006
395800,pol,2007
403200,pol,2008
407800,pol,2009
409400,pol,2010
408000,pol,2011
404400,pol,2012
399500,pol,2013
393400,pol,2014
386600,pol,2015
97900,prt,1800
98310,prt,1801
98720,prt,1802
99130,prt,1803
99540,prt,1804
99960,prt,1805
100400,prt,1806
100800,prt,1807
101200,prt,1808
101600,prt,1809
102100,prt,1810
102500,prt,1811
103000,prt,1812
103400,prt,1813
103900,prt,1814
104400,prt,1815
104800,prt,1816
105300,prt,1817
105800,prt,1818
106400,prt,1819
106900,prt,1820
107400,prt,1821
108000,prt,1822
108500,prt,1823
109000,prt,1824
109500,prt,1825
110100,prt,1826
110700,prt,1827
111400,prt,1828
112000,prt,1829
112600,prt,1830
113300,prt,1831
113900,prt,1832
114500,prt,1833
115100,prt,1834
115700,prt,1835
116300,prt,1836
116900,prt,1837
117400,prt,1838
118000,prt,1839
118500,prt,1840
119000,prt,1841
119500,prt,1842
120000,prt,1843
120500,prt,1844
121100,prt,1845
121500,prt,1846
121900,prt,1847
122400,prt,1848
122800,prt,1849
123300,prt,1850
123200,prt,1851
123100,prt,1852
122900,prt,1853
122900,prt,1854
122800,prt,1855
123000,prt,1856
123000,prt,1857
122900,prt,1858
122900,prt,1859
122900,prt,1860
122900,prt,1861
123000,prt,1862
123000,prt,1863
123000,prt,1864
124200,prt,1865
125300,prt,1866
126500,prt,1867
127900,prt,1868
129100,prt,1869
130400,prt,1870
131600,prt,1871
132700,prt,1872
133900,prt,1873
135000,prt,1874
136200,prt,1875
137500,prt,1876
138600,prt,1877
139900,prt,1878
140700,prt,1879
141500,prt,1880
142100,prt,1881
142700,prt,1882
143500,prt,1883
144400,prt,1884
145300,prt,1885
155200,prt,1886
165400,prt,1887
163800,prt,1888
168100,prt,1889
164000,prt,1890
162200,prt,1891
159400,prt,1892
164200,prt,1893
154100,prt,1894
156800,prt,1895
157900,prt,1896
161200,prt,1897
161400,prt,1898
161000,prt,1899
165500,prt,1900
171200,prt,1901
176400,prt,1902
183400,prt,1903
177100,prt,1904
179700,prt,1905
183000,prt,1906
176500,prt,1907
175700,prt,1908
174900,prt,1909
186900,prt,1910
229400,prt,1911
208500,prt,1912
194600,prt,1913
188900,prt,1914
195800,prt,1915
193000,prt,1916
189100,prt,1917
179100,prt,1918
166700,prt,1919
203500,prt,1920
197600,prt,1921
204000,prt,1922
207200,prt,1923
207200,prt,1924
208500,prt,1925
217000,prt,1926
203300,prt,1927
211800,prt,1928
201000,prt,1929
201000,prt,1930
201000,prt,1931
201000,prt,1932
201000,prt,1933
201000,prt,1934
201000,prt,1935
201000,prt,1936
201000,prt,1937
201000,prt,1938
201000,prt,1939
201000,prt,1940
201000,prt,1941
201000,prt,1942
201000,prt,1943
201000,prt,1944
201100,prt,1945
201100,prt,1946
201100,prt,1947
201100,prt,1948
201100,prt,1949
201100,prt,1950
201900,prt,1951
203600,prt,1952
205200,prt,1953
206700,prt,1954
208100,prt,1955
209500,prt,1956
210700,prt,1957
211700,prt,1958
212400,prt,1959
212800,prt,1960
212500,prt,1961
211700,prt,1962
210100,prt,1963
207800,prt,1964
204900,prt,1965
201300,prt,1966
197400,prt,1967
193200,prt,1968
189000,prt,1969
185100,prt,1970
181700,prt,1971
179100,prt,1972
177000,prt,1973
175400,prt,1974
174100,prt,1975
172500,prt,1976
170400,prt,1977
167400,prt,1978
163600,prt,1979
158800,prt,1980
153300,prt,1981
147400,prt,1982
141400,prt,1983
135600,prt,1984
130300,prt,1985
125500,prt,1986
121400,prt,1987
118000,prt,1988
115200,prt,1989
113200,prt,1990
111800,prt,1991
111000,prt,1992
110700,prt,1993
110600,prt,1994
110800,prt,1995
111100,prt,1996
111600,prt,1997
112000,prt,1998
112400,prt,1999
112600,prt,2000
112500,prt,2001
112000,prt,2002
111200,prt,2003
109900,prt,2004
108300,prt,2005
106200,prt,2006
103800,prt,2007
101200,prt,2008
98480,prt,2009
95680,prt,2010
92880,prt,2011
90140,prt,2012
87500,prt,2013
85030,prt,2014
82760,prt,2015
5642,pri,1800
5777,pri,1801
5915,pri,1802
6056,pri,1803
6201,pri,1804
6350,pri,1805
6502,pri,1806
6657,pri,1807
6817,pri,1808
6980,pri,1809
7217,pri,1810
7388,pri,1811
7564,pri,1812
7744,pri,1813
7928,pri,1814
8117,pri,1815
8311,pri,1816
8509,pri,1817
8712,pri,1818
8920,pri,1819
9133,pri,1820
9351,pri,1821
9574,pri,1822
9803,pri,1823
10040,pri,1824
10270,pri,1825
10520,pri,1826
10760,pri,1827
11020,pri,1828
11280,pri,1829
11540,pri,1830
11810,pri,1831
12090,pri,1832
12370,pri,1833
12660,pri,1834
12950,pri,1835
13250,pri,1836
13560,pri,1837
13870,pri,1838
14190,pri,1839
14520,pri,1840
14840,pri,1841
15170,pri,1842
15500,pri,1843
15830,pri,1844
16160,pri,1845
16500,pri,1846
16830,pri,1847
17170,pri,1848
17510,pri,1849
17850,pri,1850
18190,pri,1851
18520,pri,1852
18850,pri,1853
19170,pri,1854
19480,pri,1855
19790,pri,1856
20090,pri,1857
20390,pri,1858
20680,pri,1859
20960,pri,1860
21240,pri,1861
21530,pri,1862
21820,pri,1863
22120,pri,1864
22430,pri,1865
22750,pri,1866
23080,pri,1867
23390,pri,1868
23710,pri,1869
24020,pri,1870
24320,pri,1871
24630,pri,1872
24930,pri,1873
25250,pri,1874
25570,pri,1875
25890,pri,1876
26240,pri,1877
26570,pri,1878
26900,pri,1879
27230,pri,1880
27580,pri,1881
27900,pri,1882
28220,pri,1883
28490,pri,1884
28800,pri,1885
29120,pri,1886
29410,pri,1887
29770,pri,1888
30150,pri,1889
30550,pri,1890
30970,pri,1891
31420,pri,1892
31880,pri,1893
32360,pri,1894
32810,pri,1895
33280,pri,1896
33750,pri,1897
34240,pri,1898
34740,pri,1899
35250,pri,1900
35400,pri,1901
35450,pri,1902
35600,pri,1903
35680,pri,1904
35860,pri,1905
35980,pri,1906
36130,pri,1907
36230,pri,1908
36400,pri,1909
37980,pri,1910
39420,pri,1911
40890,pri,1912
42400,pri,1913
43920,pri,1914
45460,pri,1915
46450,pri,1916
47460,pri,1917
48480,pri,1918
49530,pri,1919
50650,pri,1920
51160,pri,1921
51720,pri,1922
52260,pri,1923
52800,pri,1924
53320,pri,1925
53650,pri,1926
53960,pri,1927
54250,pri,1928
54560,pri,1929
56050,pri,1930
57550,pri,1931
59050,pri,1932
60550,pri,1933
62040,pri,1934
63540,pri,1935
65040,pri,1936
66540,pri,1937
68040,pri,1938
69530,pri,1939
71030,pri,1940
72530,pri,1941
74030,pri,1942
75520,pri,1943
77020,pri,1944
78520,pri,1945
80020,pri,1946
81510,pri,1947
83010,pri,1948
84510,pri,1949
86010,pri,1950
85230,pri,1951
83800,pri,1952
82640,pri,1953
81740,pri,1954
81090,pri,1955
80680,pri,1956
80460,pri,1957
80390,pri,1958
80340,pri,1959
80190,pri,1960
79820,pri,1961
79120,pri,1962
78060,pri,1963
76650,pri,1964
75030,pri,1965
73380,pri,1966
71900,pri,1967
70740,pri,1968
69990,pri,1969
69680,pri,1970
69790,pri,1971
70200,pri,1972
70750,pri,1973
71350,pri,1974
71860,pri,1975
72140,pri,1976
72140,pri,1977
71830,pri,1978
71210,pri,1979
70320,pri,1980
69250,pri,1981
68130,pri,1982
67060,pri,1983
66120,pri,1984
65340,pri,1985
64770,pri,1986
64370,pri,1987
64070,pri,1988
63840,pri,1989
63600,pri,1990
63300,pri,1991
62870,pri,1992
62270,pri,1993
61480,pri,1994
60530,pri,1995
59440,pri,1996
58280,pri,1997
57100,pri,1998
55940,pri,1999
54810,pri,2000
53720,pri,2001
52640,pri,2002
51590,pri,2003
50560,pri,2004
49590,pri,2005
48690,pri,2006
47880,pri,2007
47150,pri,2008
46500,pri,2009
45910,pri,2010
45370,pri,2011
44850,pri,2012
44320,pri,2013
43780,pri,2014
43230,pri,2015
676,qat,1800
676,qat,1801
676,qat,1802
676,qat,1803
676,qat,1804
676,qat,1805
676,qat,1806
676,qat,1807
676,qat,1808
676,qat,1809
676,qat,1810
676,qat,1811
676,qat,1812
676,qat,1813
676,qat,1814
676,qat,1815
676,qat,1816
676,qat,1817
676,qat,1818
676,qat,1819
676,qat,1820
676,qat,1821
676,qat,1822
676,qat,1823
676,qat,1824
676,qat,1825
676,qat,1826
676,qat,1827
676,qat,1828
676,qat,1829
676,qat,1830
676,qat,1831
676,qat,1832
676,qat,1833
676,qat,1834
676,qat,1835
676,qat,1836
676,qat,1837
676,qat,1838
676,qat,1839
676,qat,1840
676,qat,1841
676,qat,1842
676,qat,1843
676,qat,1844
676,qat,1845
676,qat,1846
676,qat,1847
676,qat,1848
676,qat,1849
676,qat,1850
675,qat,1851
675,qat,1852
675,qat,1853
674,qat,1854
674,qat,1855
674,qat,1856
674,qat,1857
673,qat,1858
673,qat,1859
673,qat,1860
673,qat,1861
673,qat,1862
673,qat,1863
673,qat,1864
674,qat,1865
675,qat,1866
676,qat,1867
677,qat,1868
678,qat,1869
680,qat,1870
681,qat,1871
683,qat,1872
685,qat,1873
687,qat,1874
689,qat,1875
692,qat,1876
695,qat,1877
698,qat,1878
702,qat,1879
705,qat,1880
709,qat,1881
712,qat,1882
716,qat,1883
720,qat,1884
723,qat,1885
727,qat,1886
731,qat,1887
735,qat,1888
738,qat,1889
742,qat,1890
746,qat,1891
750,qat,1892
754,qat,1893
757,qat,1894
761,qat,1895
765,qat,1896
769,qat,1897
773,qat,1898
777,qat,1899
781,qat,1900
785,qat,1901
789,qat,1902
793,qat,1903
797,qat,1904
801,qat,1905
805,qat,1906
809,qat,1907
814,qat,1908
818,qat,1909
822,qat,1910
826,qat,1911
830,qat,1912
836,qat,1913
842,qat,1914
849,qat,1915
856,qat,1916
864,qat,1917
872,qat,1918
880,qat,1919
888,qat,1920
896,qat,1921
904,qat,1922
912,qat,1923
920,qat,1924
929,qat,1925
937,qat,1926
946,qat,1927
954,qat,1928
963,qat,1929
980.8,qat,1930
998.6,qat,1931
1016,qat,1932
1034,qat,1933
1052,qat,1934
1070,qat,1935
1088,qat,1936
1105,qat,1937
1123,qat,1938
1141,qat,1939
1159,qat,1940
1177,qat,1941
1195,qat,1942
1212,qat,1943
1230,qat,1944
1248,qat,1945
1266,qat,1946
1284,qat,1947
1301,qat,1948
1319,qat,1949
1337,qat,1950
1360,qat,1951
1411,qat,1952
1468,qat,1953
1533,qat,1954
1605,qat,1955
1685,qat,1956
1774,qat,1957
1871,qat,1958
1979,qat,1959
2100,qat,1960
2235,qat,1961
2387,qat,1962
2556,qat,1963
2741,qat,1964
2939,qat,1965
3145,qat,1966
3356,qat,1967
3571,qat,1968
3795,qat,1969
4033,qat,1970
4293,qat,1971
4583,qat,1972
4909,qat,1973
5276,qat,1974
5695,qat,1975
6179,qat,1976
6721,qat,1977
7307,qat,1978
7915,qat,1979
8515,qat,1980
9073,qat,1981
9561,qat,1982
9960,qat,1983
10260,qat,1984
10460,qat,1985
10560,qat,1986
10590,qat,1987
10580,qat,1988
10550,qat,1989
10510,qat,1990
10480,qat,1991
10460,qat,1992
10470,qat,1993
10510,qat,1994
10600,qat,1995
10740,qat,1996
10920,qat,1997
11160,qat,1998
11450,qat,1999
11800,qat,2000
12210,qat,2001
12680,qat,2002
13230,qat,2003
13850,qat,2004
14590,qat,2005
15510,qat,2006
16610,qat,2007
17870,qat,2008
19240,qat,2009
20680,qat,2010
22090,qat,2011
23400,qat,2012
24540,qat,2013
25470,qat,2014
26170,qat,2015
4176,reu,1800
4176,reu,1801
4176,reu,1802
4176,reu,1803
4176,reu,1804
4176,reu,1805
4176,reu,1806
4176,reu,1807
4176,reu,1808
4176,reu,1809
4176,reu,1810
4178,reu,1811
4181,reu,1812
4185,reu,1813
4191,reu,1814
4199,reu,1815
4208,reu,1816
4219,reu,1817
4231,reu,1818
4245,reu,1819
4261,reu,1820
4278,reu,1821
4297,reu,1822
4318,reu,1823
4340,reu,1824
4364,reu,1825
4389,reu,1826
4417,reu,1827
4446,reu,1828
4477,reu,1829
4509,reu,1830
4543,reu,1831
4578,reu,1832
4613,reu,1833
4648,reu,1834
4683,reu,1835
4719,reu,1836
4754,reu,1837
4791,reu,1838
4827,reu,1839
4864,reu,1840
4901,reu,1841
4938,reu,1842
4975,reu,1843
5013,reu,1844
5051,reu,1845
5090,reu,1846
5128,reu,1847
5167,reu,1848
5207,reu,1849
5246,reu,1850
5285,reu,1851
5324,reu,1852
5364,reu,1853
5403,reu,1854
5443,reu,1855
5484,reu,1856
5524,reu,1857
5565,reu,1858
5607,reu,1859
5648,reu,1860
5690,reu,1861
5732,reu,1862
5775,reu,1863
5818,reu,1864
5861,reu,1865
5904,reu,1866
5948,reu,1867
5992,reu,1868
6036,reu,1869
6081,reu,1870
6126,reu,1871
6172,reu,1872
6216,reu,1873
6262,reu,1874
6309,reu,1875
6355,reu,1876
6401,reu,1877
6449,reu,1878
6497,reu,1879
6545,reu,1880
6592,reu,1881
6641,reu,1882
6690,reu,1883
6739,reu,1884
6789,reu,1885
6839,reu,1886
6889,reu,1887
6940,reu,1888
6992,reu,1889
7043,reu,1890
7096,reu,1891
7148,reu,1892
7201,reu,1893
7255,reu,1894
7308,reu,1895
7363,reu,1896
7417,reu,1897
7472,reu,1898
7527,reu,1899
7583,reu,1900
7639,reu,1901
7695,reu,1902
7752,reu,1903
7810,reu,1904
7868,reu,1905
7926,reu,1906
7984,reu,1907
8043,reu,1908
8102,reu,1909
8162,reu,1910
8223,reu,1911
8284,reu,1912
8345,reu,1913
8407,reu,1914
8469,reu,1915
8532,reu,1916
8595,reu,1917
8661,reu,1918
8727,reu,1919
8793,reu,1920
8860,reu,1921
8927,reu,1922
8995,reu,1923
9063,reu,1924
9132,reu,1925
9240,reu,1926
9350,reu,1927
9460,reu,1928
9559,reu,1929
9738,reu,1930
9918,reu,1931
10100,reu,1932
10280,reu,1933
10460,reu,1934
10640,reu,1935
10820,reu,1936
10990,reu,1937
11170,reu,1938
11350,reu,1939
11530,reu,1940
11710,reu,1941
11890,reu,1942
12070,reu,1943
12250,reu,1944
12430,reu,1945
12610,reu,1946
12790,reu,1947
12970,reu,1948
13150,reu,1949
13330,reu,1950
13320,reu,1951
13320,reu,1952
13380,reu,1953
13480,reu,1954
13630,reu,1955
13820,reu,1956
14060,reu,1957
14330,reu,1958
14630,reu,1959
14940,reu,1960
15240,reu,1961
15520,reu,1962
15750,reu,1963
15900,reu,1964
15940,reu,1965
15840,reu,1966
15590,reu,1967
15220,reu,1968
14750,reu,1969
14200,reu,1970
13630,reu,1971
13070,reu,1972
12580,reu,1973
12180,reu,1974
11890,reu,1975
11720,reu,1976
11640,reu,1977
11650,reu,1978
11720,reu,1979
11870,reu,1980
12090,reu,1981
12360,reu,1982
12690,reu,1983
13030,reu,1984
13370,reu,1985
13660,reu,1986
13910,reu,1987
14080,reu,1988
14190,reu,1989
14230,reu,1990
14220,reu,1991
14190,reu,1992
14160,reu,1993
14150,reu,1994
14160,reu,1995
14220,reu,1996
14320,reu,1997
14440,reu,1998
14580,reu,1999
14720,reu,2000
14850,reu,2001
14940,reu,2002
14980,reu,2003
14970,reu,2004
14900,reu,2005
14760,reu,2006
14580,reu,2007
14370,reu,2008
14140,reu,2009
13900,reu,2010
13660,reu,2011
13420,reu,2012
13200,reu,2013
13000,reu,2014
12830,reu,2015
201300,rou,1800
202900,rou,1801
204500,rou,1802
206100,rou,1803
207700,rou,1804
209300,rou,1805
211000,rou,1806
212600,rou,1807
214300,rou,1808
216000,rou,1809
217900,rou,1810
219600,rou,1811
221300,rou,1812
223100,rou,1813
224800,rou,1814
226600,rou,1815
228300,rou,1816
230100,rou,1817
231900,rou,1818
233600,rou,1819
235400,rou,1820
237200,rou,1821
239100,rou,1822
240900,rou,1823
242700,rou,1824
244600,rou,1825
246400,rou,1826
248300,rou,1827
250200,rou,1828
252100,rou,1829
254000,rou,1830
255900,rou,1831
257800,rou,1832
259700,rou,1833
261700,rou,1834
263700,rou,1835
265600,rou,1836
267600,rou,1837
269700,rou,1838
271700,rou,1839
273700,rou,1840
275800,rou,1841
277800,rou,1842
279900,rou,1843
282000,rou,1844
284100,rou,1845
286100,rou,1846
288200,rou,1847
290300,rou,1848
292400,rou,1849
294500,rou,1850
289500,rou,1851
284300,rou,1852
279100,rou,1853
273700,rou,1854
268300,rou,1855
262700,rou,1856
257100,rou,1857
251900,rou,1858
251900,rou,1859
270800,rou,1860
276100,rou,1861
277900,rou,1862
265800,rou,1863
316800,rou,1864
306500,rou,1865
279100,rou,1866
284500,rou,1867
301800,rou,1868
309200,rou,1869
314800,rou,1870
308500,rou,1871
296600,rou,1872
303100,rou,1873
321900,rou,1874
366400,rou,1875
351600,rou,1876
338500,rou,1877
303000,rou,1878
359000,rou,1879
367000,rou,1880
406400,rou,1881
398100,rou,1882
424200,rou,1883
412800,rou,1884
432400,rou,1885
425900,rou,1886
416200,rou,1887
433000,rou,1888
417100,rou,1889
397900,rou,1890
439700,rou,1891
407800,rou,1892
426000,rou,1893
432700,rou,1894
450100,rou,1895
435600,rou,1896
462000,rou,1897
397700,rou,1898
458100,rou,1899
426000,rou,1900
434400,rou,1901
433800,rou,1902
449300,rou,1903
452600,rou,1904
435500,rou,1905
457100,rou,1906
474300,rou,1907
468600,rou,1908
482500,rou,1909
466800,rou,1910
508300,rou,1911
531000,rou,1912
520900,rou,1913
523200,rou,1914
502200,rou,1915
447000,rou,1916
392000,rou,1917
337200,rou,1918
282700,rou,1919
415200,rou,1920
474400,rou,1921
468200,rou,1922
464700,rou,1923
475100,rou,1924
462200,rou,1925
463300,rou,1926
460200,rou,1927
474700,rou,1928
472900,rou,1929
470000,rou,1930
467100,rou,1931
464200,rou,1932
461300,rou,1933
458400,rou,1934
455500,rou,1935
452600,rou,1936
449700,rou,1937
446800,rou,1938
443900,rou,1939
441000,rou,1940
438100,rou,1941
435200,rou,1942
432300,rou,1943
429400,rou,1944
426500,rou,1945
423600,rou,1946
420700,rou,1947
417800,rou,1948
414900,rou,1949
412000,rou,1950
419700,rou,1951
432200,rou,1952
438500,rou,1953
438800,rou,1954
433100,rou,1955
422100,rou,1956
406300,rou,1957
387300,rou,1958
367500,rou,1959
349700,rou,1960
336800,rou,1961
331200,rou,1962
334500,rou,1963
346200,rou,1964
364400,rou,1965
385400,rou,1966
405100,rou,1967
420300,rou,1968
429700,rou,1969
433500,rou,1970
433100,rou,1971
430900,rou,1972
429100,rou,1973
428000,rou,1974
427200,rou,1975
425600,rou,1976
422100,rou,1977
416100,rou,1978
407900,rou,1979
398600,rou,1980
389800,rou,1981
382900,rou,1982
378300,rou,1983
375700,rou,1984
373800,rou,1985
370300,rou,1986
363400,rou,1987
352100,rou,1988
336700,rou,1989
318100,rou,1990
298200,rou,1991
279200,rou,1992
262800,rou,1993
249900,rou,1994
240700,rou,1995
234700,rou,1996
230600,rou,1997
227400,rou,1998
224700,rou,1999
222200,rou,2000
220200,rou,2001
218800,rou,2002
218000,rou,2003
217400,rou,2004
216800,rou,2005
215600,rou,2006
213500,rou,2007
210500,rou,2008
206400,rou,2009
201600,rou,2010
196300,rou,2011
191200,rou,2012
186500,rou,2013
182400,rou,2014
178900,rou,2015
1496000,rus,1800
1496000,rus,1801
1496000,rus,1802
1496000,rus,1803
1496000,rus,1804
1496000,rus,1805
1496000,rus,1806
1496000,rus,1807
1496000,rus,1808
1496000,rus,1809
1496000,rus,1810
1497000,rus,1811
1498000,rus,1812
1500000,rus,1813
1503000,rus,1814
1506000,rus,1815
1511000,rus,1816
1515000,rus,1817
1521000,rus,1818
1527000,rus,1819
1534000,rus,1820
1541000,rus,1821
1550000,rus,1822
1559000,rus,1823
1568000,rus,1824
1579000,rus,1825
1590000,rus,1826
1602000,rus,1827
1615000,rus,1828
1629000,rus,1829
1643000,rus,1830
1658000,rus,1831
1674000,rus,1832
1689000,rus,1833
1705000,rus,1834
1720000,rus,1835
1736000,rus,1836
1752000,rus,1837
1768000,rus,1838
1785000,rus,1839
1801000,rus,1840
1818000,rus,1841
1835000,rus,1842
1931000,rus,1843
1953000,rus,1844
1975000,rus,1845
1997000,rus,1846
2019000,rus,1847
2042000,rus,1848
2060000,rus,1849
2078000,rus,1850
2097000,rus,1851
2115000,rus,1852
2134000,rus,1853
2149000,rus,1854
2164000,rus,1855
2179000,rus,1856
2194000,rus,1857
2209000,rus,1858
2224000,rus,1859
2240000,rus,1860
2255000,rus,1861
2281000,rus,1862
2306000,rus,1863
2332000,rus,1864
2359000,rus,1865
2385000,rus,1866
2412000,rus,1867
2265000,rus,1868
2408000,rus,1869
2386000,rus,1870
2507000,rus,1871
2465000,rus,1872
2624000,rus,1873
2622000,rus,1874
2641000,rus,1875
2619000,rus,1876
2590000,rus,1877
2508000,rus,1878
2675000,rus,1879
2635000,rus,1880
2604000,rus,1881
2771000,rus,1882
2741000,rus,1883
2744000,rus,1884
2735000,rus,1885
2652000,rus,1886
2733000,rus,1887
2898000,rus,1888
2860000,rus,1889
2851000,rus,1890
3176000,rus,1891
2844000,rus,1892
3119000,rus,1893
3154000,rus,1894
3251000,rus,1895
3319000,rus,1896
3311000,rus,1897
3253000,rus,1898
3315000,rus,1899
3384000,rus,1900
3390000,rus,1901
3453000,rus,1902
3478000,rus,1903
3511000,rus,1904
3285000,rus,1905
3473000,rus,1906
3483000,rus,1907
3327000,rus,1908
3337000,rus,1909
3417000,rus,1910
3420000,rus,1911
3307000,rus,1912
3527000,rus,1913
3302000,rus,1914
3444000,rus,1915
3457000,rus,1916
3470000,rus,1917
3484000,rus,1918
3497000,rus,1919
3510000,rus,1920
3524000,rus,1921
3537000,rus,1922
3550000,rus,1923
3563000,rus,1924
3694000,rus,1925
3678000,rus,1926
3745000,rus,1927
3881000,rus,1928
3705000,rus,1929
3659000,rus,1930
3614000,rus,1931
3568000,rus,1932
3522000,rus,1933
3476000,rus,1934
3431000,rus,1935
3385000,rus,1936
3339000,rus,1937
3293000,rus,1938
3248000,rus,1939
3202000,rus,1940
3156000,rus,1941
3110000,rus,1942
3065000,rus,1943
3019000,rus,1944
2973000,rus,1945
2928000,rus,1946
2882000,rus,1947
2836000,rus,1948
2790000,rus,1949
2745000,rus,1950
2787000,rus,1951
2865000,rus,1952
2925000,rus,1953
2969000,rus,1954
2995000,rus,1955
3004000,rus,1956
2994000,rus,1957
2966000,rus,1958
2917000,rus,1959
2846000,rus,1960
2752000,rus,1961
2636000,rus,1962
2505000,rus,1963
2364000,rus,1964
2226000,rus,1965
2105000,rus,1966
2010000,rus,1967
1946000,rus,1968
1915000,rus,1969
1914000,rus,1970
1937000,rus,1971
1973000,rus,1972
2010000,rus,1973
2045000,rus,1974
2076000,rus,1975
2106000,rus,1976
2139000,rus,1977
2176000,rus,1978
2216000,rus,1979
2259000,rus,1980
2305000,rus,1981
2349000,rus,1982
2388000,rus,1983
2415000,rus,1984
2423000,rus,1985
2400000,rus,1986
2343000,rus,1987
2254000,rus,1988
2137000,rus,1989
1999000,rus,1990
1852000,rus,1991
1709000,rus,1992
1581000,rus,1993
1474000,rus,1994
1396000,rus,1995
1345000,rus,1996
1317000,rus,1997
1307000,rus,1998
1312000,rus,1999
1329000,rus,2000
1356000,rus,2001
1390000,rus,2002
1429000,rus,2003
1470000,rus,2004
1513000,rus,2005
1556000,rus,2006
1602000,rus,2007
1650000,rus,2008
1696000,rus,2009
1739000,rus,2010
1776000,rus,2011
1803000,rus,2012
1820000,rus,2013
1827000,rus,2014
1823000,rus,2015
45100,rwa,1800
45100,rwa,1801
45100,rwa,1802
45100,rwa,1803
45100,rwa,1804
45100,rwa,1805
45100,rwa,1806
45100,rwa,1807
45100,rwa,1808
45100,rwa,1809
45100,rwa,1810
45110,rwa,1811
45140,rwa,1812
45180,rwa,1813
45230,rwa,1814
45300,rwa,1815
45380,rwa,1816
45480,rwa,1817
45590,rwa,1818
45710,rwa,1819
45850,rwa,1820
46000,rwa,1821
46160,rwa,1822
46340,rwa,1823
46540,rwa,1824
46740,rwa,1825
46970,rwa,1826
47200,rwa,1827
47460,rwa,1828
47720,rwa,1829
48010,rwa,1830
48300,rwa,1831
48600,rwa,1832
48900,rwa,1833
49210,rwa,1834
49510,rwa,1835
49820,rwa,1836
50130,rwa,1837
50440,rwa,1838
50750,rwa,1839
51070,rwa,1840
51380,rwa,1841
51700,rwa,1842
52020,rwa,1843
52340,rwa,1844
52670,rwa,1845
52990,rwa,1846
53320,rwa,1847
53650,rwa,1848
53980,rwa,1849
54320,rwa,1850
54700,rwa,1851
55070,rwa,1852
55450,rwa,1853
55840,rwa,1854
56220,rwa,1855
56610,rwa,1856
57000,rwa,1857
57400,rwa,1858
57790,rwa,1859
58190,rwa,1860
58600,rwa,1861
59000,rwa,1862
59410,rwa,1863
59820,rwa,1864
60230,rwa,1865
60650,rwa,1866
61070,rwa,1867
61490,rwa,1868
61910,rwa,1869
62340,rwa,1870
62770,rwa,1871
63210,rwa,1872
63630,rwa,1873
64070,rwa,1874
64520,rwa,1875
64960,rwa,1876
65400,rwa,1877
65850,rwa,1878
66310,rwa,1879
66770,rwa,1880
67220,rwa,1881
67680,rwa,1882
68150,rwa,1883
68620,rwa,1884
69090,rwa,1885
69560,rwa,1886
70040,rwa,1887
70520,rwa,1888
71010,rwa,1889
71500,rwa,1890
71990,rwa,1891
72490,rwa,1892
72990,rwa,1893
73490,rwa,1894
74000,rwa,1895
74510,rwa,1896
75020,rwa,1897
75540,rwa,1898
76060,rwa,1899
76580,rwa,1900
77110,rwa,1901
77640,rwa,1902
78170,rwa,1903
78710,rwa,1904
79250,rwa,1905
79800,rwa,1906
80340,rwa,1907
80900,rwa,1908
81450,rwa,1909
82010,rwa,1910
82580,rwa,1911
83140,rwa,1912
83720,rwa,1913
84290,rwa,1914
84870,rwa,1915
85460,rwa,1916
86050,rwa,1917
86560,rwa,1918
87100,rwa,1919
87640,rwa,1920
88180,rwa,1921
88720,rwa,1922
89280,rwa,1923
89830,rwa,1924
90380,rwa,1925
91420,rwa,1926
92340,rwa,1927
93400,rwa,1928
94340,rwa,1929
95390,rwa,1930
96450,rwa,1931
97510,rwa,1932
98560,rwa,1933
99620,rwa,1934
100700,rwa,1935
101700,rwa,1936
102800,rwa,1937
103800,rwa,1938
104900,rwa,1939
105900,rwa,1940
107000,rwa,1941
108100,rwa,1942
109100,rwa,1943
110200,rwa,1944
111200,rwa,1945
112300,rwa,1946
113300,rwa,1947
114400,rwa,1948
115400,rwa,1949
116500,rwa,1950
119300,rwa,1951
124700,rwa,1952
129700,rwa,1953
134100,rwa,1954
138100,rwa,1955
141600,rwa,1956
144600,rwa,1957
147300,rwa,1958
149600,rwa,1959
151600,rwa,1960
